50 5000 25000
580 323 1235 3034
655 1021 908 5093
142 943 5550 4798
900 473 3597 1959
2 759 2954 4551
787 455 5550 908
29 529 476 3689
1439 355 1078 4341
1249 8 2323 3659
313 748 1452 3034
1195 865 3405 2512
221 132 3142 2002
1318 168 1782 3659
935 874 1370 1716
207 1004 1865 1122
951 1049 2292 908
587 597 3689 4341
837 282 416 2323
238 814 2292 3040
1420 1016 2820 1200
874 790 3659 4555
297 1172 1959 3405
176 944 1959 3685
983 346 844 2954
1190 120 11 2323
573 288 3597 2292
1160 226 1370 2292
429 951 1656 5550
667 974 1865 485
519 634 5550 1122
1393 329 3040 485
935 498 844 2512
638 1049 216 4341
1048 290 3689 844
1241 866 75 1959
758 1203 1370 1452
158 773 908 3405
199 1206 4186 4341
1346 1073 11 4186
672 731 2512 3659
367 543 5550 3405
1381 454 1200 4119
1381 126 2323 1370
673 461 3405 2769
589 1254 4341 4828
642 771 3685 1782
74 495 844 1865
397 457 1443 3405
753 692 4157 2954
1022 436 1443 3034
86 660 1078 1122
1029 399 1200 3034
1013 767 4157 1865
341 344 3659 2292
1180 344 3689 2292
529 483 908 5523
145 468 2820 1085
1187 711 5093 1782
1076 1279 4341 4157
608 542 1542 1721
174 395 4828 1959
1166 116 3689 3405
199 785 485 3034
537 560 2002 1716
346 332 2323 2002
997 581 3034 3142
367 586 1370 1542
1366 1254 2002 4186
1186 94 485 2002
1173 807 3034 1865
559 143 4551 4555
1024 1108 2820 4186
1196 547 3040 3405
890 635 3689 3040
651 1034 1542 1716
1195 840 75 2820
158 666 1656 1782
366 470 1721 2002
776 702 1716 5093
829 645 1235 1443
1292 1424 2820 4555
938 1165 1721 4186
542 515 1078 75
1245 767 4157 1865
251 626 4157 2769
437 657 3659 4828
636 219 2292 1200
994 586 2954 3685
1130 355 3142 2954
807 861 2512 2769
379 1386 3034 2820
276 740 1200 5093
1407 935 1959 11
1220 698 3659 1865
1308 1063 4186 4119
577 220 1443 11
153 705 1656 3034
147 306 3405 75
484 483 1782 476
784 634 1782 2769
652 714 2002 3034
776 151 2769 2002
611 1240 3597 908
1354 643 1370 476
759 1308 1865 3685
1174 932 4119 1235
658 383 3034 1959
938 645 5523 2323
555 1114 476 1235
415 364 2323 1078
1347 486 4157 844
195 475 4551 2292
522 493 4157 5093
117 671 1078 1656
1411 876 476 1452
333 353 416 3689
330 352 2323 2292
341 604 4341 1721
1233 1241 4551 812
1384 605 2954 476
33 620 1865 11
441 954 1235 2769
1186 1298 4157 2820
1053 387 2512 216
1004 224 844 4119
781 1342 3034 4341
960 569 2820 3405
127 132 2002 3142
1181 111 3685 1656
286 191 908 1122
724 1282 4551 2820
522 698 1865 3659
328 864 4186 2292
626 1046 1122 1370
1202 997 4157 1085
1374 62 3689 1721
1006 751 4798 5093
372 195 2954 1370
538 546 1200 3689
364 288 4828 4555
520 660 1656 4341
531 655 4551 1865
720 865 2512 3405
41 57 3405 2954
1364 282 2323 416
339 876 476 1452
52 172 75 3659
1300 1140 4157 476
271 643 476 1370
635 86 3040 3685
1027 282 2002 3685
119 460 4555 4186
711 1241 812 4551
753 387 4798 1443
677 238 2002 3040
888 452 1865 1200
812 528 1716 485
1389 173 3405 1721
1020 885 485 4555
651 1168 1959 485
1044 333 5093 416
242 284 4555 1959
923 813 1452 4157
1060 852 416 4828
995 486 5523 1721
631 761 4798 1085
398 191 2954 11
373 168 1782 3659
634 842 2002 3597
883 658 1085 1452
487 1340 485 4186
601 387 216 2512
84 295 75 4119
1145 71 1959 1235
572 140 3142 2769
1203 1306 5093 1085
33 889 4341 2292
406 739 3685 1443
912 607 2323 3685
85 965 3685 3597
1012 80 3689 1782
1206 276 4119 2954
1229 267 1721 844
1112 339 3685 416
182 1091 216 812
762 127 4551 4798
650 208 416 2769
9 663 4157 3685
560 751 4798 5093
776 507 1782 1200
148 415 476 1542
505 580 1782 2820
406 375 485 5093
944 884 4798 416
828 1308 3685 1865
885 635 1865 3689
1263 649 4798 1452
1097 999 1078 4551
110 504 4157 2292
1158 1115 3685 5523
1061 542 844 416
50 593 2954 1200
165 1056 476 3040
180 1046 1122 1370
856 814 2292 3040
12 922 476 4828
163 741 1370 2820
1215 1031 1959 1656
694 1409 1122 1200
825 542 416 844
380 105 3689 3659
1429 277 4828 4157
1241 660 1078 1122
534 420 485 1782
548 219 2292 1200
25 607 4119 3142
911 191 11 2954
849 162 2323 1721
1288 645 5523 2323
1347 634 1542 2820
108 387 216 2512
727 1442 4341 4555
572 1182 75 1452
51 1170 812 1959
1420 1125 4186 3142
1186 1147 4186 1782
235 624 5550 11
1270 486 1721 216
941 1108 2820 4186
670 776 1716 1782
302 362 3142 3659
644 860 1716 1085
306 610 5550 1370
892 970 4186 908
888 306 75 3405
1278 151 1370 844
505 561 75 2512
173 105 3689 3659
1241 783 485 5523
213 886 2769 908
143 534 5523 3689
787 452 1865 1200
965 598 1656 216
854 659 3597 1085
967 151 2002 2769
827 1019 75 4186
921 1034 1716 1542
718 642 11 5523
1329 789 1542 4341
1297 604 4341 1721
0 347 5523 1078
660 394 1122 2820
185 642 3405 1200
475 241 4186 1235
86 235 812 5523
1102 253 812 4341
1056 551 1078 1716
926 262 3405 1078
726 731 1122 485
483 748 812 485
1033 120 2323 11
111 979 812 3685
567 1021 908 5093
757 151 844 1370
837 527 4828 4186
817 494 4119 216
1383 723 4798 1782
875 375 485 5093
70 1091 812 216
337 287 1235 4551
1302 634 3689 812
1375 507 1782 1200
810 770 4341 3040
72 410 2292 1542
1070 358 1959 4551
580 942 1542 485
741 45 1542 1865
1034 381 4157 1235
483 1288 1122 3034
415 396 11 485
689 875 812 75
1177 504 2292 4157
1099 237 2512 4157
513 534 1865 4798
1205 528 4828 1542
511 671 1078 1656
716 714 75 5550
1308 1442 4341 1235
463 647 1656 1721
218 364 1078 2323
929 808 1443 476
749 483 1656 3405
1357 1069 1716 2292
56 329 485 3040
739 477 5523 1782
1107 844 908 2002
539 711 4798 3659
161 635 476 3659
976 495 1865 4828
1359 341 2002 3659
335 548 1200 1959
389 1076 1443 1716
146 298 2820 5523
288 164 11 3689
759 482 1370 3597
1189 1442 1235 4341
590 485 216 1782
1271 1054 1782 1959
1259 829 3040 2512
908 381 4157 1235
634 840 4341 75
870 232 416 1656
299 790 3597 5093
1075 727 1542 216
831 131 2323 3405
774 172 4119 3689
835 1037 3142 1865
666 862 5093 4341
485 810 2954 2512
1265 587 5523 3405
459 837 5523 1452
1330 875 1721 4555
61 648 75 1542
1008 796 3040 4119
271 942 1656 4798
1045 629 1370 3040
1019 647 1721 1656
1221 829 3040 2512
53 271 844 3659
187 1272 4186 1078
451 855 3040 4828
471 568 5093 3405
496 824 416 3597
819 814 2769 1200
1279 1286 216 908
211 288 4555 4828
739 583 11 5093
1151 625 2820 2954
823 860 4828 2002
362 796 812 416
42 669 4341 3659
724 901 2323 908
398 103 2512 4551
207 885 1085 4551
50 581 1078 1542
261 119 3659 1370
1001 882 1200 1656
584 599 476 1122
1407 1015 3040 812
202 420 485 1782
244 149 1443 216
840 152 4551 3034
1239 454 3689 3142
1318 513 3142 1721
1331 485 11 3597
332 1165 4186 1721
498 495 4828 1865
394 742 4555 2769
946 767 416 1122
47 872 3689 4555
375 621 5523 2954
1419 653 3040 1443
1376 434 1865 5550
1381 1332 908 4798
187 881 3597 3040
1394 548 11 4157
1007 813 4555 2002
1428 312 4551 216
901 252 1656 485
739 772 812 1370
986 629 4341 2002
838 236 11 2292
646 1442 4555 4341
459 942 1656 4798
646 714 4555 1370
472 980 1443 4341
1351 1045 2954 1235
1339 954 1235 2769
800 175 1959 4186
1021 913 5550 216
1391 749 3405 1085
1420 769 5550 416
1082 36 5550 476
1311 889 4828 5550
373 981 4186 5093
775 243 3405 1370
1095 999 1656 1235
655 855 4828 3040
803 346 2954 844
101 731 3659 2512
994 740 5093 1200
921 335 1959 4798
789 718 1782 4157
1300 363 3685 485
1086 707 1865 2323
747 548 4157 11
449 707 1865 2323
1242 658 1085 1452
1303 707 11 4555
1022 542 844 416
576 843 1716 4119
732 62 5550 5523
1343 635 1078 1443
258 247 2292 75
986 504 4157 2292
921 1208 4186 3689
511 335 844 3597
757 599 1235 216
238 661 3034 3685
1260 971 3142 5523
269 139 2769 3685
199 644 5550 1716
918 837 5093 1959
57 711 1782 5093
155 708 2954 1542
871 1147 4186 1782
597 546 4828 1370
1437 608 3659 5550
828 1298 4157 2820
1288 1208 1656 1085
532 1207 2769 1085
456 551 3659 3040
652 450 2769 2954
745 286 1200 216
471 1016 1200 2820
960 843 4119 1716
1181 1004 2820 5093
185 761 3142 2512
941 849 1452 812
803 726 3040 4551
113 629 3040 1370
1387 1024 3689 1235
1165 364 2323 1078
533 922 476 4828
1191 685 1452 1542
1245 1195 1716 4157
49 339 3689 485
993 321 216 1370
388 513 1721 3142
1350 177 2002 1656
821 937 1122 2323
254 577 2820 1721
103 886 908 2769
902 482 1370 3597
1398 104 3689 2954
176 443 2002 1370
861 603 11 4798
1042 1264 4186 2954
589 601 3034 3040
585 1204 1235 812
496 926 2512 485
854 676 3142 1716
503 512 216 3405
1277 1272 1078 4186
1235 542 1721 1542
1412 816 476 1200
705 435 1370 3142
180 650 75 3685
769 741 1370 2820
1354 932 4119 1235
283 286 216 1200
1137 1355 2512 4341
371 1036 3034 1085
1238 897 2292 3685
1333 1286 908 216
550 246 4341 1716
796 1076 1716 1443
1097 671 1078 1656
25 991 1782 1235
356 79 5523 476
1092 512 485 4119
1094 759 4551 2954
866 452 1782 5550
637 1207 1085 2769
785 966 1085 485
1 688 1656 1443
1228 1242 2769 1452
1187 597 3689 4341
599 571 1865 2512
446 763 1078 3040
182 547 11 4828
79 970 1078 4798
283 970 476 2769
1423 119 1370 3659
458 398 4341 5550
1375 623 416 2292
1138 542 844 416
581 692 4828 1452
1195 220 2820 476
997 1264 2954 4186
1215 803 3597 5550
434 705 1656 3034
1233 344 2292 3659
974 224 4555 1235
895 724 3597 3405
763 380 3142 75
870 649 3034 2769
702 381 1235 4157
1099 833 4119 908
775 714 2002 3034
1398 838 4186 216
1052 592 4119 2820
831 589 1443 1542
33 634 812 3689
735 358 1959 4551
714 1354 3597 1716
1413 950 1443 2820
293 119 3659 1370
1392 855 3040 4828
727 196 4119 1370
557 361 3659 1078
169 696 3040 1721
56 543 5550 3405
382 533 1443 416
36 288 4828 4555
325 758 5093 4828
1357 601 3034 3040
210 432 4119 1542
163 653 1443 3040
762 659 1085 3597
1320 729 5550 485
1361 45 1865 1542
794 104 2954 3689
259 434 1865 5550
332 700 2292 1235
991 750 2820 11
183 410 1542 2292
491 1206 4341 4186
654 224 1235 4555
1288 597 4341 3689
1040 1365 812 4555
962 191 2954 11
188 80 3689 1782
319 875 75 812
651 581 1782 3597
74 159 11 844
257 639 5523 3659
555 1203 1370 1452
216 661 3034 3685
160 938 5523 2512
892 1153 4186 1656
1227 1482 4828 1122
398 727 3685 4341
1212 608 3659 5550
1286 813 2002 4555
198 785 3034 485
139 1016 1200 2820
1180 475 4186 4798
1182 1117 3685 1452
416 515 75 1078
1174 617 4555 2292
1387 958 3142 1959
619 757 3689 4798
441 1091 812 216
981 660 4828 1782
839 1449 416 1452
377 660 1122 1078
4 814 3040 2292
1267 542 416 844
756 623 1443 2769
815 885 485 4555
1302 711 3659 4798
41 564 2769 1370
230 94 2002 485
619 979 3685 812
292 88 3040 2769
763 1004 1865 1122
851 71 1235 1959
982 740 1200 5093
60 627 5093 4551
743 408 844 4828
1170 79 476 5523
873 256 844 1200
378 468 1085 2820
643 1254 4341 4828
73 735 2323 2512
306 375 5093 485
1354 152 4828 1200
77 836 2002 812
409 954 1235 2769
1326 453 3405 2292
994 768 4798 3142
673 266 75 1721
1109 97 812 2820
1177 795 1542 4157
289 917 216 1085
724 434 5550 1865
1292 235 4798 4555
557 749 3405 1085
1225 731 3659 2512
1044 1449 1452 416
831 627 2292 3142
446 750 3142 3597
1372 277 4828 4157
703 627 5523 1370
753 255 1721 1078
246 558 4186 3034
1259 522 4119 1085
321 1307 4828 908
1424 419 908 476
51 951 5550 1656
1265 1108 2820 4186
221 683 3659 4551
800 19 1721 1782
243 737 1235 844
635 375 5093 485
607 981 4186 5093
467 1144 908 1959
1313 62 1721 3689
599 495 1443 4555
45 543 5550 3405
851 669 3689 1085
653 524 75 5093
746 186 3142 5093
689 1273 1716 1200
1385 1113 1452 4119
632 779 908 1452
1137 1315 3685 1085
524 90 4828 3597
1207 589 1443 1542
373 714 1370 4555
805 542 2323 3040
18 769 1085 2954
31 407 1443 2512
159 756 4119 1656
923 1482 1122 4828
726 705 4551 4119
868 111 3040 1656
884 568 3405 5093
59 762 2002 1122
720 949 1656 3597
792 1185 3659 4186
171 554 3689 2769
853 785 3034 485
1001 113 11 3659
1340 752 4828 3142
614 630 3405 1716
500 537 1085 1078
1146 443 2002 1370
409 1110 1122 75
333 799 812 2292
1121 763 3040 1078
780 647 1656 1721
815 405 216 4555
406 942 1542 485
370 760 1721 1716
525 1168 485 1959
1246 671 1078 1656
1047 1014 2512 476
68 789 2002 4551
1086 901 3659 908
1337 306 3405 75
442 762 1959 2292
1172 660 2820 485
678 175 5093 3685
302 1208 1085 1656
841 650 4555 1452
267 586 1443 1865
634 942 1542 485
1386 886 2512 416
1271 779 1452 908
880 477 1782 5523
877 679 1200 3142
1435 1150 5523 3034
526 1048 3685 4186
464 1242 1452 2769
1277 684 416 4157
700 598 1656 216
417 1098 1959 5550
134 660 4341 1656
990 870 4828 2769
430 486 4157 844
1179 1068 1959 1721
1174 680 3142 4555
132 337 2292 216
596 999 1235 1656
434 1016 2820 1200
1134 974 3142 908
1424 512 3405 216
118 639 5093 3689
379 807 3034 1865
1380 703 2512 4119
665 250 3689 75
495 599 1122 476
1193 1061 1235 416
481 783 812 11
900 658 75 1865
1066 1076 476 4551
844 203 5550 812
760 975 476 4798
225 191 4186 1452
1048 781 416 476
359 666 476 844
307 563 3405 476
1332 1108 1235 485
1289 635 476 3659
33 475 2292 4551
625 476 1078 416
1147 921 485 4798
1245 659 1085 3597
636 1355 2512 4341
312 587 5523 2292
573 971 5523 3142
1288 840 4341 75
495 657 4828 3659
1207 1019 844 1716
1267 719 216 1865
855 568 5093 3405
1104 877 2002 5523
558 599 216 1235
521 568 5093 3405
1370 203 5550 812
295 458 476 1865
584 658 75 1865
1165 374 1078 812
479 922 4798 3685
65 1286 3689 1452
1077 1265 1122 1443
7 337 216 2292
707 926 2512 485
802 627 5093 4551
516 1233 2820 2512
771 475 4186 4798
486 675 1865 2820
1408 221 75 216
421 595 3597 1721
255 1278 1959 1078
942 979 3685 812
99 1431 4551 1122
187 431 2002 11
1137 772 1443 1085
579 399 1370 1200
9 588 4551 11
127 557 1370 4157
655 381 4157 1235
520 1235 1200 908
801 883 2002 2512
14 738 476 485
197 625 2954 2820
1014 68 2769 1656
17 781 416 476
733 632 485 2292
1270 598 3597 3659
739 1004 1721 1235
779 719 1865 216
1115 556 2002 1443
788 897 3685 2292
1173 865 2512 3405
341 626 216 3685
1179 922 4798 3685
75 1069 1716 2292
454 111 2323 3689
1393 943 4186 5523
655 527 4828 4186
424 975 4157 1078
283 271 3659 844
910 1459 908 4551
864 889 3689 1122
1215 862 4341 5093
366 607 3685 2323
1385 415 1542 476
1089 667 4157 2002
1370 676 1716 3142
796 528 4828 1542
935 772 812 1370
746 381 4157 1235
1007 600 5550 2292
822 45 1865 1542
205 708 2954 1542
538 757 3689 4798
83 1306 5093 1085
1353 1005 5523 4551
1018 239 4341 908
91 655 4341 4119
625 662 2002 2292
517 550 11 2769
884 613 2323 5550
690 486 5523 1721
1235 597 4341 3689
1422 634 2769 1782
734 1313 4186 3405
686 632 3405 812
420 783 11 812
945 748 485 812
165 312 4828 3034
1383 344 3689 2292
434 714 5550 75
981 885 2002 4798
1136 1279 4157 4341
417 789 1542 4341
631 1254 2002 4186
283 664 3142 4551
208 366 1452 1959
462 690 1122 3685
275 650 1452 4555
452 1108 2820 4186
301 736 1078 216
701 550 11 2769
1033 1137 4828 2820
63 406 485 1370
1081 203 812 5550
1164 935 11 1959
352 450 2769 2954
1103 1313 4186 3405
246 1308 3685 1865
1412 577 1656 75
672 917 216 1085
350 826 3040 1200
1008 942 485 1542
1130 1049 216 4341
441 434 1122 812
989 210 1200 1443
708 495 4555 1443
1331 399 3034 1200
666 662 2002 2292
576 652 4186 1865
746 1011 2002 1542
44 986 1865 416
1019 689 1542 4551
359 1101 3405 1235
1233 833 908 4119
1392 101 4828 2512
1120 1131 4798 812
368 396 485 11
1295 721 4157 1721
1040 1480 485 1452
183 711 5093 1782
211 901 2323 908
383 848 2820 2769
294 1045 2954 1235
1189 215 4798 1200
1271 841 3034 1542
136 272 476 1085
1271 241 485 2769
948 721 1721 4157
1109 844 4555 4119
30 742 4555 2769
1265 865 11 1235
352 1267 216 1122
518 175 11 1721
139 691 3689 3685
1411 288 2292 3597
1419 355 3142 2954
1250 164 1370 1721
630 981 4186 5093
299 666 1656 1782
329 899 5523 4798
26 307 476 1078
741 1445 1716 4798
386 1073 4186 11
499 580 2820 1782
436 642 11 5523
413 836 2002 812
1100 559 1443 485
305 175 1782 2323
696 256 844 1782
1324 580 2002 844
1345 798 4551 416
603 1147 4186 1782
630 767 5523 1443
1079 454 1200 4119
630 877 5523 2002
1304 627 3142 2292
230 757 4798 3689
661 290 844 3689
1133 783 908 1542
162 779 1452 908
387 1137 4828 2820
336 603 3040 1716
105 1049 2292 908
468 195 2954 1370
1309 361 1078 3659
1286 554 1782 1865
122 626 11 2512
508 406 485 1370
194 660 1782 4828
918 1150 3034 5523
1314 475 4186 4798
1280 1329 1716 4551
375 134 3405 3659
296 870 2769 4828
1287 914 5523 216
1032 790 4798 2954
1256 939 476 3142
307 1005 5523 4551
986 399 1200 1370
55 798 1235 5093
1332 867 1235 1370
404 252 1656 485
626 127 4798 4551
1315 816 3405 4551
543 1049 4341 216
252 938 4828 1656
306 254 2323 4119
936 922 4798 3685
1107 525 4186 4551
512 99 3034 4555
754 1206 1782 1452
651 1068 908 75
413 1298 4157 2820
273 350 3597 216
572 384 3659 216
1050 344 3689 2292
113 447 1959 4157
637 605 4119 4828
377 1225 1452 1721
967 557 1370 4157
190 758 5093 4828
672 295 75 4119
1068 1037 1865 3142
59 1091 1959 2002
819 1442 1235 4341
317 875 3142 2820
767 978 4186 1122
547 823 5550 2002
1402 489 2002 1782
1312 369 1443 4551
332 480 2954 1656
1105 536 1078 2292
1029 542 2323 3040
730 650 1085 844
82 293 1078 5550
1068 127 4551 4798
1061 921 4798 485
239 688 1443 1656
851 335 1959 4798
1123 943 5523 4186
129 586 1370 1542
208 658 1865 75
1110 271 3142 3685
400 525 4186 4551
482 414 2292 1865
110 387 216 2512
1044 403 2954 1443
492 1109 1959 476
831 1109 476 1959
914 796 3685 4551
17 36 476 5550
97 1442 4341 1235
1207 642 1200 3405
39 203 1122 1716
521 1036 3034 1085
504 99 4555 3034
108 1349 4551 4341
1135 548 1200 1959
134 1182 1078 1452
256 881 3040 3597
379 1393 2002 1452
310 571 4798 1542
664 1212 908 1235
1170 513 3142 1721
560 758 5093 4828
1203 268 4798 1235
203 1178 5550 4555
651 467 2323 2769
1124 736 216 1078
1438 543 3405 5550
482 433 1235 1452
1235 917 1085 216
725 560 812 1542
1172 671 1656 1078
610 591 2820 3689
1192 223 1443 1370
454 1416 4555 908
1392 48 485 416
52 1108 2820 4186
15 201 1085 5523
757 840 4341 75
725 627 2512 1370
1330 1170 2769 1865
771 1480 485 1452
656 766 2769 2292
1249 1282 4551 2820
304 883 2512 2002
551 740 1200 5093
247 650 4555 1452
838 833 908 4119
1139 483 3405 1656
90 384 2323 216
625 529 2769 216
656 1098 5550 1959
1225 881 3040 3597
142 1123 1085 3142
1232 235 812 5523
636 807 2820 1656
59 515 3659 1200
883 660 1078 1122
1409 735 4798 1721
679 1036 5523 1959
1370 1091 2002 1959
1326 495 1865 4828
152 1015 1452 4341
1338 383 1959 3034
316 711 4157 3689
164 627 1370 2512
1090 547 75 3034
1195 766 4555 1865
750 862 5093 4341
128 697 1716 5523
55 447 1959 4157
292 990 1959 4119
44 797 3034 3689
1279 1329 1716 4551
1053 661 3034 3685
856 752 4551 3689
1110 528 1716 485
623 520 1200 1721
105 713 3040 1782
823 513 3142 1721
1043 729 485 5550
206 547 3034 75
152 1070 4186 1370
794 1265 1122 1443
707 979 812 3685
1251 767 416 1122
1366 625 1865 1078
1112 592 4119 2820
1243 452 5523 4341
160 452 1865 1200
1424 762 2002 1122
643 1449 1452 416
457 265 1078 3689
1016 534 1865 4798
908 728 5523 75
63 1068 1721 1959
343 561 75 2512
1269 175 11 1721
901 557 1078 908
1429 820 3597 1078
103 822 416 5523
1040 515 844 1078
214 627 2512 1370
421 265 1078 3689
1372 338 4157 3597
1241 284 1959 4555
883 1182 1452 1078
1280 949 3597 1656
176 935 11 1959
556 744 4186 1085
234 1340 4186 485
125 250 5550 2820
308 610 1370 5550
935 1208 1656 1085
1359 737 1782 4551
849 83 3597 1200
400 1004 1721 1235
67 1416 4555 908
705 224 1235 4555
677 383 4798 216
273 837 476 3597
531 662 2323 4828
912 485 216 1782
1162 605 2954 476
1081 500 216 416
363 479 812 1716
763 335 844 3597
702 139 3685 2769
1279 749 3405 4157
517 278 2323 844
662 1291 4186 416
1193 410 2292 1542
666 436 1443 3034
843 803 3597 5550
568 923 4186 844
522 583 1085 908
136 1047 1122 11
497 848 5523 4828
1207 543 5093 3659
151 925 2512 1656
813 883 2002 2512
567 922 4828 476
1105 759 1716 3659
508 1051 5550 3040
948 1321 3659 1452
31 543 75 4798
39 191 908 1122
408 761 11 4341
176 763 1085 3659
1124 457 3597 1542
1338 883 2820 3685
555 623 75 4555
1206 333 4157 1200
118 603 11 4798
72 248 416 2954
1349 971 3142 5523
1152 1265 1443 1122
244 660 1656 4341
295 772 1443 1085
538 618 476 1716
21 737 844 1235
721 649 2769 3034
1270 1431 1122 4551
1037 1207 1085 2769
1356 591 4555 5093
705 789 3405 4828
420 1354 3597 1716
1290 1126 1959 1122
230 979 3685 812
1194 870 2769 4828
1327 1116 2954 1959
129 447 4157 1959
791 770 4341 3040
99 1123 1085 3142
1313 444 75 3597
932 530 2002 1078
45 554 1865 1782
1335 86 3685 3040
813 1190 908 1443
30 859 4119 3685
708 422 75 2002
540 975 4157 1078
202 983 2512 5550
774 1108 1200 4341
1262 285 3405 4119
887 564 1370 2769
932 1193 2820 4798
699 486 4157 844
696 783 812 11
319 303 2954 2002
1270 657 4828 3659
909 683 2769 844
1340 592 4551 1370
303 276 4119 2954
578 561 75 2512
346 624 5550 11
543 796 1085 2512
454 687 3040 4555
1001 1037 1865 3142
599 731 3659 2512
1401 1178 4555 5550
1322 623 4555 75
104 1342 3034 4341
3 608 812 1721
795 419 11 3142
643 1332 908 4798
1095 684 812 2954
1327 1190 4186 2323
593 762 4341 3142
1275 329 3040 485
139 574 1865 1721
900 1016 2820 1200
1220 580 844 2002
917 809 1721 3034
893 312 216 4551
842 1267 1959 2820
211 422 75 2002
1244 679 3142 1200
448 224 4119 844
1015 472 1200 1542
641 1144 908 1959
339 1047 1122 11
1019 1126 1122 1959
1013 250 2820 5550
625 542 416 844
561 83 844 2292
912 1126 1122 1959
908 253 416 3405
877 666 844 476
380 749 1085 3405
1329 219 2292 1200
676 813 4157 1452
1312 632 1078 3142
205 1342 4341 3034
366 560 1716 2002
1024 172 3659 75
1380 1435 1122 2512
835 542 416 844
970 1211 11 1452
684 512 485 4119
1252 761 11 4341
1373 1098 1959 5550
380 387 3597 3034
932 1189 1656 1542
812 758 5093 4828
1041 1037 1235 5523
766 1286 3689 1452
197 1153 1656 4186
580 754 2323 1716
923 735 812 3659
546 751 5523 1200
217 399 1370 416
1331 632 3142 1078
844 848 2820 2769
1081 613 5550 2323
972 586 1542 1370
1333 605 2954 476
1382 843 4119 1716
586 1014 2512 476
1135 758 5093 4828
273 1091 2002 1959
898 1058 908 844
678 112 4119 1721
796 231 485 3405
1329 666 844 476
21 457 5093 216
390 431 11 2002
332 323 1235 3034
918 457 5093 216
485 504 4157 2292
631 232 1656 416
89 1227 1452 1656
767 918 2820 3040
1435 951 5550 1656
1325 434 1865 5550
1218 627 5523 844
296 571 1542 4798
51 660 1122 1078
311 534 5523 3689
308 883 2002 2512
