50 5000 25000
1273 291 5529 2815
653 1054 3259 3524
405 307 4221 793
1015 542 4677 2498
369 867 811 3792
134 1299 793 362
704 1241 5468 362
770 1113 1867 5023
422 379 2315 3886
619 231 1484 3524
962 445 419 1042
20 263 1867 2815
378 327 4602 3524
455 622 121 2086
812 143 4469 1042
984 824 5026 5023
84 586 3535 2370
623 504 5667 3535
820 986 5667 5023
629 1226 811 5468
1348 629 1042 4026
263 844 4221 1237
1270 415 1484 3535
1221 536 5622 5529
632 1253 2536 4262
120 1141 427 4221
41 378 4026 4629
150 660 4602 121
1407 144 2330 2498
1410 864 5023 4469
137 610 4262 482
45 47 5663 5572
346 1308 249 590
6 615 5683 2498
1352 351 1484 2040
306 472 1867 3535
10 774 5529 3524
911 748 2086 329
1027 103 419 3792
654 1402 590 793
410 1376 4435 590
1130 1024 590 3535
1394 746 2536 1042
140 1306 4435 1173
448 797 2058 2656
250 721 811 2040
657 135 4469 3886
1369 1112 3886 362
259 599 2656 4435
1025 879 4026 5572
1418 1037 2058 4629
1089 338 4629 2656
558 650 2058 3792
711 1267 3792 5663
19 489 3535 5683
425 944 5572 811
353 862 811 482
1413 590 3792 4602
619 804 249 1511
689 629 4026 1042
154 914 3259 1167
591 433 4629 3524
350 973 590 5622
1217 1465 4221 1173
317 436 5026 5468
187 704 482 1173
1261 486 2086 4602
414 458 2656 5529
125 176 329 2315
1036 641 4602 2040
1179 578 4677 4602
578 832 2498 2993
621 828 329 5572
1132 648 1511 590
685 744 3535 5023
1296 186 793 2993
79 650 2058 3792
699 296 3792 1484
1390 408 427 5023
1098 1299 793 362
849 639 4435 3259
365 939 1484 427
735 786 4469 1173
949 730 4435 5663
278 1135 5572 419
182 699 4435 5622
830 600 5622 4026
1006 95 419 482
813 891 419 793
614 95 419 482
1097 698 3259 3535
848 1053 590 2330
332 1275 2536 362
26 496 1484 4026
891 494 5667 2656
493 838 2815 419
331 448 1867 2330
97 961 362 5572
335 361 793 3259
1170 29 5529 249
501 282 2993 5468
949 772 2058 5667
211 994 4629 2993
348 554 4435 5683
926 407 2815 5667
1189 118 1237 1042
866 276 1511 4026
36 991 3259 5023
840 147 4602 5026
90 288 793 4435
582 913 5572 427
1339 86 5622 2498
104 735 5468 1511
234 172 1167 5023
1112 654 5529 2058
263 176 2315 329
750 843 3524 5683
139 779 4629 5663
1004 720 1167 3524
1152 548 5622 5667
698 1075 2993 419
598 169 793 5529
702 1192 121 590
808 1381 2058 1173
352 515 4629 482
615 1105 1167 2993
1365 987 5468 3792
1376 726 3524 5468
941 673 2536 5572
1307 365 2815 2058
566 267 121 1867
1164 599 3524 1511
298 473 249 4469
978 150 1173 4262
1331 583 5026 4677
506 833 1042 121
304 680 362 2040
240 833 121 1042
1053 267 1867 121
138 697 4602 5663
547 506 1042 4262
307 433 3524 4629
602 291 4602 5622
210 231 4602 2330
1294 485 3535 5529
213 518 5683 4602
461 296 3792 1484
680 472 4602 2815
1061 889 2058 5622
256 73 2656 5026
1282 689 2330 2993
1017 274 4221 2086
1101 183 5622 4469
817 105 3886 5026
319 526 249 1237
123 950 590 3524
977 1122 4262 2993
1212 707 121 2656
426 482 5622 5468
1122 952 3259 362
286 1044 427 5667
1110 761 5667 329
436 910 2058 5663
132 82 2040 1511
919 448 2330 1867
1376 462 2330 5529
443 961 362 5572
1302 441 2656 1867
1315 1241 5468 362
95 1160 811 2330
533 433 1511 2656
423 966 249 1167
1257 1108 5683 3792
629 221 5023 4262
189 629 5468 2086
1359 1260 362 1867
1090 828 2315 811
1410 731 419 5023
1432 620 4262 2370
777 201 4602 2656
886 86 2370 3792
161 659 4677 4026
1058 130 5667 5572
1416 168 4469 1237
868 1056 4435 2040
788 242 2993 1867
117 897 419 1867
1014 1224 4435 1167
245 511 1237 5683
1372 620 3524 2058
941 695 5023 5622
679 499 419 4469
1439 415 4469 5468
1034 1128 5667 3792
652 180 427 590
1212 251 1173 2040
1082 1168 5683 590
834 666 2370 4026
1386 351 4629 5026
1430 921 2086 5663
932 924 3259 1173
988 707 2656 121
987 677 5468 329
581 472 3886 5529
1105 668 1511 4677
877 1228 427 2536
391 1116 427 2058
1226 1168 590 5683
1044 493 811 4026
1034 109 1042 5622
399 689 2993 2330
698 376 1173 590
650 287 2536 793
360 423 3886 1484
305 1181 2370 5663
1406 800 5663 4262
1369 815 2058 1042
301 1115 5667 4677
1289 935 419 5529
1393 660 121 4602
148 177 5663 5667
473 717 1237 5023
69 1031 2058 2315
868 670 4435 419
1173 1112 3886 362
1011 878 4629 793
940 1119 249 5023
1241 275 1237 4602
1090 767 5529 4629
915 264 5683 2993
1064 702 5663 4221
1409 404 121 2536
38 890 1484 2536
103 1146 2086 4262
743 200 2536 2058
61 699 2993 3886
491 452 2330 2040
272 373 4026 590
1028 656 3535 4677
134 578 4602 4677
96 1238 3792 5572
847 1332 2058 5023
557 326 1167 4629
1133 1053 590 2330
618 344 3524 2498
1166 1275 1173 2815
1233 415 482 329
1105 834 5667 2315
599 257 329 3535
962 783 2315 362
1080 805 482 2536
370 726 1173 4677
383 411 329 4262
188 587 1042 5529
397 871 4629 811
870 490 419 4602
1050 1031 1511 4435
438 924 3259 1173
147 735 1511 5468
1140 430 3535 5468
139 562 419 1237
834 862 482 811
312 287 793 2536
53 1275 2536 362
1343 871 329 2058
734 56 2656 3535
1259 556 2370 2086
130 702 5663 4221
149 549 793 5026
1161 549 5026 793
1173 1269 427 4469
567 630 2656 1167
879 483 4629 419
804 359 4221 2993
579 522 482 1042
1313 139 3259 5572
785 1328 590 2536
399 570 2993 2058
395 610 4469 2536
213 494 5667 2656
1127 561 2536 5683
1242 645 4677 2656
1205 1078 1042 362
271 1113 362 2993
523 670 3792 3535
341 1235 2040 4221
203 1224 1167 4435
888 1132 3535 427
1020 737 1867 3524
1387 25 1237 5622
349 556 2370 2086
866 122 793 2815
1436 199 2315 1484
812 671 3886 3792
1201 846 4026 5663
246 332 1511 329
1163 1091 1484 2993
764 797 2656 2058
491 373 4026 590
365 1186 4026 121
109 486 3886 249
851 549 1237 1167
719 764 1237 2536
92 1146 2086 4262
1165 55 5468 5529
1411 697 419 1167
1006 725 1042 5023
330 1322 1867 590
693 535 2498 482
1059 361 3259 793
1168 401 1511 1484
622 745 5026 1173
903 130 1042 2656
179 845 2315 5529
1231 1303 4677 3259
604 993 1867 3792
1403 550 5468 2498
575 1160 811 2330
972 55 5529 5468
78 643 4262 4469
1352 11 2330 3886
486 549 1237 1167
683 1133 1042 427
1265 1248 2815 427
899 1235 4221 2040
1396 268 482 1484
334 523 329 4026
199 1314 3259 3792
972 1110 362 5683
1159 474 5622 4262
395 291 5529 2815
107 337 1237 2315
890 711 1173 2656
584 930 4262 5529
720 123 2086 2058
896 369 4221 121
1083 587 5529 1042
593 261 5667 2993
1323 597 3886 5663
831 556 2086 2370
304 146 329 1042
782 549 5026 793
1191 30 2330 3535
1124 265 3524 3792
759 1372 4602 427
1328 472 4602 2815
299 575 5023 1484
643 490 419 4602
1239 581 5572 2656
308 954 419 811
680 401 1484 1511
698 945 2315 793
978 1303 4677 3259
505 1068 1237 362
546 817 3535 4221
432 391 2315 2330
246 263 1867 2815
67 412 3524 2315
1406 171 1167 2040
917 1192 590 121
1197 396 5683 2815
1075 706 5622 2815
658 572 2086 3792
581 1092 2370 2993
243 135 3886 4469
108 128 2330 4469
1073 1054 3524 3259
1341 1178 5026 362
1377 177 5663 5667
808 843 5683 3524
593 586 3535 2370
1036 151 3535 4469
1095 177 5663 5667
650 549 5026 793
696 1339 4262 4221
552 739 3535 2536
235 1075 121 2040
1228 874 1237 2058
1293 643 4262 3524
102 861 4262 5683
843 583 793 3535
1317 141 5683 249
782 452 2040 2330
1400 880 1484 5529
925 824 4262 5572
1214 236 1484 2370
1133 618 2498 249
926 1421 590 2815
534 866 4221 5622
1234 834 3792 362
935 795 2536 2498
964 187 4469 2498
571 144 5622 5026
543 731 2040 427
1402 1188 2656 427
1048 1314 4602 362
741 379 3535 1511
228 95 419 482
762 156 5667 249
556 1195 4221 1511
51 925 3259 2040
887 526 5683 5026
1330 183 4469 5622
433 1006 5683 419
454 146 1042 329
1014 1216 419 3259
275 374 5622 1484
351 871 4629 811
251 914 2086 4629
361 641 5026 5572
179 785 3259 2058
54 986 5023 5667
986 716 5663 2536
751 703 3792 1167
783 1165 5529 427
76 660 2656 3792
801 445 419 1042
1171 693 1511 5663
756 282 5468 5572
164 706 4469 2058
1160 728 4026 3524
975 637 4026 482
657 654 2058 5529
849 561 5622 2370
332 767 4629 5529
509 432 3524 3535
860 853 5667 1167
815 1135 5572 419
345 402 1042 2040
340 122 793 2815
1357 668 4677 1511
183 683 2993 2656
586 55 5529 5468
887 574 3524 4435
1250 423 1867 2536
320 440 5023 2315
1180 328 3259 5468
427 1184 2058 2040
772 240 4629 5622
1113 1044 427 5667
902 292 3259 249
958 594 5572 1237
1416 961 362 5572
863 1014 121 4629
1073 683 2656 2993
1263 590 3792 4602
484 125 3535 2498
172 940 4221 329
1187 451 121 4435
1374 1063 2993 2040
382 660 121 4602
918 914 4629 2086
1038 328 5468 3259
44 691 2370 1167
610 1319 4435 427
563 677 329 5468
560 396 2815 5683
232 572 5683 4221
767 1219 590 2993
845 237 121 249
878 496 1484 4026
1000 169 793 5529
493 800 4262 5663
868 73 2656 5026
289 735 5468 1511
1192 217 3259 5683
1273 186 793 2993
1327 486 249 3886
471 961 362 5572
661 423 2536 1867
258 535 2498 482
1221 1357 4435 362
187 106 5026 1042
12 930 5529 4262
1305 936 811 2370
817 1168 5683 590
1381 311 5622 2315
89 663 4026 3792
378 662 3524 2536
298 566 1867 1042
1352 722 1511 5667
914 940 329 4221
1343 650 2058 3792
1165 132 5683 5468
1030 753 811 1511
407 469 5529 4469
221 826 2330 2058
310 977 1484 4221
560 924 1173 3259
858 983 1511 2993
1222 940 4221 329
748 533 4469 5667
588 159 1484 329
185 283 1484 4677
1087 704 4469 1167
55 675 2330 3792
148 847 4677 4221
330 688 2498 793
891 953 5529 2370
309 1042 590 3886
952 1072 2993 2315
1197 525 1867 5622
1217 617 811 4262
339 599 3524 1511
894 798 1484 4435
1109 240 5622 4629
1257 549 793 5026
19 556 4469 2815
910 1160 482 2993
1092 1299 793 362
604 446 4221 249
361 406 4629 1173
10 1228 427 2536
222 1218 362 5529
1116 574 4435 3524
119 239 1042 4602
846 1058 249 4026
431 717 2330 2086
385 992 482 1867
176 325 5023 2040
1054 1228 2536 427
47 487 2058 793
1297 586 3886 2370
1079 680 2040 362
506 276 1511 4026
87 139 793 249
696 325 5023 2040
1237 1026 5667 419
807 795 2498 2536
494 943 590 2498
655 1030 5529 4026
1431 1100 482 5683
830 1011 4677 249
202 717 2086 2330
1081 774 5529 3524
329 643 4262 4469
495 717 1237 3259
1140 486 4602 2086
1100 599 1511 3524
1156 32 811 427
834 595 482 2086
736 423 2536 1867
1225 628 4677 5622
742 889 5622 2058
949 475 5023 4629
1395 631 5529 2086
759 1031 362 2498
942 432 3524 3535
1319 915 1867 2370
453 566 1867 1042
86 951 4262 3259
1274 469 5529 4469
1056 214 121 793
729 415 4469 5468
1244 1094 811 5683
355 587 1042 5529
901 473 2330 5683
442 861 4262 5683
299 347 1867 5663
624 261 249 2815
711 610 4469 2536
417 1370 5023 4435
34 307 793 4221
635 663 1167 5026
312 1178 362 5026
667 86 2370 3792
1 956 4262 249
443 842 4677 362
787 1086 5622 811
633 717 5663 2498
74 743 249 329
1299 785 2536 3792
601 717 5023 1237
478 988 3259 4026
1135 1094 362 3535
723 595 4221 4602
473 736 590 3792
673 1043 3259 590
1311 590 1867 2498
339 1112 3886 362
1 1395 1173 2536
369 511 1237 5529
296 388 2993 2536
504 551 249 5622
373 497 4262 1237
364 607 5663 2656
764 572 3792 2086
1178 914 362 5663
714 483 4629 419
985 1146 4262 2086
1046 430 2330 1484
296 130 3886 1042
466 428 3524 1237
20 556 4469 2815
1035 536 5529 5622
815 81 4629 2315
26 441 5529 4435
1423 229 2040 4026
1128 228 2993 5529
1241 257 5529 5572
955 1026 5667 419
930 732 2086 1484
1268 1283 2086 1173
1288 863 5667 3524
756 231 2330 4602
131 489 5683 3535
29 696 4221 4469
1324 1212 362 2086
1012 1166 5663 419
813 1319 4435 427
200 799 4221 3886
416 856 2498 121
868 1238 249 362
1435 344 2498 3524
1036 268 1484 482
1165 473 5683 2330
1031 165 2815 2536
444 754 4435 329
1327 795 2536 2498
770 921 1484 2815
906 125 3535 2498
605 401 1511 1484
548 1011 249 4677
525 945 793 2315
450 1113 3259 1484
607 726 5468 3524
78 141 249 5683
278 670 3535 3792
407 654 2815 3535
890 605 1167 2330
1188 1142 4677 2993
622 930 5529 4262
1306 285 793 5667
444 203 2498 4629
381 687 2086 2656
688 1134 2058 362
1240 90 4221 2536
628 132 5468 5683
47 239 4602 3886
382 1239 811 1867
878 123 2086 2058
425 1014 121 4629
622 867 5663 427
897 703 1167 3792
1374 1132 3535 427
1137 159 329 1484
166 441 1867 2656
548 1260 1867 362
104 1159 793 1173
1345 82 2330 5622
848 815 1042 2058
703 886 249 1484
205 1357 4435 362
1084 815 1042 2058
1115 943 2498 590
620 818 419 4221
1389 719 5683 1511
749 154 1867 5683
162 39 3886 2656
164 785 1173 5663
1389 213 249 2993
834 328 249 5663
176 507 4602 2536
979 961 5572 362
423 691 3259 3886
585 1151 5572 2370
457 1074 1511 2086
1408 1132 427 3535
1057 1402 590 793
763 655 4435 3535
1037 128 3535 1042
933 311 1042 3524
1004 236 1237 329
304 968 427 2370
1043 867 427 5663
402 643 4262 4469
576 643 5622 3792
545 913 427 5572
603 890 1173 4602
854 1299 362 793
1075 496 1484 4026
802 624 2058 249
355 605 2656 2815
194 988 3259 4026
1020 176 2315 329
1324 674 1173 3886
1343 1074 5667 811
1282 578 4602 4677
65 761 121 1237
863 652 482 3886
960 976 5468 4677
51 496 3886 5667
664 522 1042 482
1281 1149 3886 811
1 753 1511 811
128 656 4677 3535
678 789 5572 2040
542 572 4221 5683
1128 706 4469 121
356 1044 427 5667
558 652 482 3886
1075 691 3886 3259
1402 935 3524 2993
1102 869 1484 362
480 643 3792 5622
451 479 2086 793
1289 1092 2370 2993
819 51 1042 2498
770 183 4469 5622
306 697 1167 419
152 673 5572 2536
1257 824 5572 4262
103 624 2815 2330
1365 651 5026 2536
789 1465 2536 5023
835 980 121 329
1260 291 5622 4602
526 196 1167 1511
1229 691 3259 3886
424 347 5663 1867
544 824 5683 2315
852 987 1484 5572
87 1105 2993 1167
99 629 4026 1042
728 1102 419 121
408 983 2993 1511
579 554 5683 4435
351 489 5683 3535
268 1117 2315 4221
1328 762 5023 3886
1009 213 2993 249
1307 998 2315 2815
291 679 1511 3792
803 1253 2536 4262
1064 55 5529 5468
1426 617 811 4262
901 104 2040 4262
522 1113 5023 1867
1365 1128 121 4262
1063 1092 2370 2993
52 1058 4026 249
1107 1214 811 249
1294 411 4262 329
332 694 1042 2086
1146 977 4221 1484
1133 485 329 1167
466 432 2370 2315
989 941 1867 4262
786 645 2656 4677
409 1214 811 249
461 280 249 5572
0 590 2498 1867
1294 1021 482 249
59 980 5663 590
1215 699 3886 2993
137 40 5026 4469
107 1091 362 5667
163 717 2498 5663
797 183 4435 2815
1108 212 2058 4221
488 762 2058 5683
189 353 2040 2498
999 403 2656 5468
661 605 2815 2656
1335 818 4221 419
22 354 5023 362
17 925 793 1511
621 675 419 4026
1357 992 1867 482
959 876 2040 249
419 578 2040 419
297 214 793 121
1150 630 5667 2498
817 643 1237 4677
693 353 2040 2498
483 869 4221 482
1194 1112 3886 362
283 636 2815 3886
179 768 4026 4469
229 588 4469 4677
842 1135 419 5572
784 431 2993 4435
182 572 3259 4221
204 427 1484 2656
781 1150 427 3886
247 238 4262 2315
179 264 5683 2993
685 856 2498 121
360 627 427 4262
1312 743 4677 590
203 14 4677 3792
400 1085 2498 427
652 993 5683 5023
520 312 2815 5468
408 602 3792 4469
468 71 362 427
594 692 2656 3259
803 408 5023 427
234 869 482 4221
1419 1122 4262 2993
182 347 1867 5663
582 774 2330 5023
1234 1206 5023 2993
186 274 329 2330
594 1218 5529 362
1062 743 5683 4629
216 1197 5529 811
892 757 2536 2370
914 575 419 2330
520 911 2315 2086
1164 102 2656 5622
142 735 3535 121
806 487 2058 793
334 702 2656 4026
1166 214 793 121
549 980 329 121
277 717 2330 2086
458 166 4629 1511
43 177 5667 5663
786 727 1042 5663
608 897 4677 2815
767 474 4262 5622
426 523 329 4026
753 683 2656 2993
914 502 5468 4221
55 680 4026 2330
67 1094 811 5683
137 433 3524 4629
13 1171 3792 121
57 572 4221 5683
120 982 1867 4677
384 327 3524 4602
1431 627 4262 427
48 1117 4221 2315
740 1063 5023 5468
967 55 5468 5529
607 257 3535 329
933 583 793 3535
84 361 3259 793
414 267 121 1867
749 1075 2040 121
940 1119 5023 249
873 415 5468 4469
44 504 5667 3535
225 261 2815 249
888 144 5026 5622
1268 1248 2815 427
1260 747 4221 3524
136 1376 4435 590
437 398 4602 5468
196 1214 249 811
1334 702 2656 4026
170 953 2370 5529
11 172 1167 5023
170 86 2498 5622
1432 199 1484 2315
973 706 5622 2815
172 252 4677 3524
734 431 2993 4435
978 1159 1173 793
1088 869 362 1484
1185 1109 811 2058
1397 704 1167 4469
405 296 1484 3792
1007 703 2498 4435
937 586 3886 2370
1162 762 5683 2058
850 1272 2815 811
805 186 4435 4221
1111 152 5468 5667
488 1108 427 1237
1123 815 1042 2058
1078 970 793 3792
1225 631 4262 4677
40 899 1173 5683
502 29 5529 249
617 1214 811 249
215 1165 5529 427
300 257 5529 5572
1135 783 3524 1173
23 1275 1173 2815
38 415 3535 1484
1076 654 4677 2058
170 1086 362 121
212 993 5023 5683
60 113 5683 5529
1018 415 482 329
1179 398 4602 5468
459 698 3535 3259
1032 1228 2536 427
997 832 2498 2993
2 200 2536 2058
415 441 1867 2656
754 615 2498 5683
1296 422 2040 3535
296 1131 811 3535
1189 684 5572 4435
1200 469 249 2656
795 1238 3792 5572
908 441 1867 2656
1082 130 5529 5667
237 413 249 4435
937 853 1167 5667
67 507 2536 4602
36 487 4629 2370
758 128 3535 1042
1293 701 5023 3792
692 105 3886 5026
610 1021 249 482
1219 1122 4262 2993
775 135 3886 2498
612 130 1042 3886
897 30 249 1867
1010 341 5026 3524
61 575 1167 3535
691 510 2815 5572
416 1332 2058 5023
1109 552 1173 1484
151 668 4677 1511
1243 941 1867 4262
450 704 4469 1167
934 30 2330 3535
391 706 4469 121
1273 1118 2370 121
1082 584 482 4602
1212 494 5667 2656
621 82 2040 1511
725 894 482 427
727 495 419 5026
673 163 3524 419
1257 485 1167 329
236 1148 2993 3792
488 387 2315 1173
57 445 1042 419
110 373 590 4026
487 1063 2040 2993
939 938 5529 1167
1223 603 1173 2498
598 1151 811 4221
562 653 4435 1042
254 217 5683 3259
176 995 4026 5468
966 583 5026 482
880 1021 249 1173
308 686 2330 1173
948 256 3535 4602
769 631 2086 5529
1059 1054 3524 3259
636 726 1173 4677
886 637 5622 793
825 511 1237 5683
1001 779 5663 4629
97 1131 3535 811
818 148 2656 2498
82 544 3792 4629
1273 739 1237 2993
395 675 2330 3792
869 703 2498 4435
373 931 4435 2315
439 489 4629 4602
631 506 1042 4262
1104 100 5023 1173
1115 485 329 1167
1311 1238 249 362
1297 1253 4262 2536
841 491 5529 5026
989 212 2058 4221
666 746 2536 1042
414 334 1511 2498
975 166 4629 1511
84 867 5663 427
375 1323 4435 811
909 469 5468 2536
29 221 4262 5023
1239 754 329 4435
526 557 3792 2498
278 1359 811 4602
1009 656 3535 4677
1026 656 2330 482
836 720 1167 3524
1197 1129 3524 427
56 875 2086 5572
1037 845 2315 5529
46 789 5572 2040
781 476 2370 2498
189 931 2315 4435
1111 353 2040 2498
805 774 5023 2330
270 1174 4262 2815
1189 605 1167 2330
1123 558 811 1167
701 824 5572 4262
901 1081 793 4262
1270 250 4629 1484
238 51 1042 2498
544 943 590 2498
20 739 5622 3259
967 130 5667 5529
1300 663 4221 5572
1305 697 1167 419
390 570 2993 2058
78 502 3524 2086
744 469 249 2656
392 1192 590 2086
502 502 2086 3524
1046 578 2040 419
938 141 5683 249
338 477 2656 5683
198 739 3535 2536
1376 1219 2993 590
198 768 249 3524
148 684 4435 2370
764 361 3259 793
1055 1273 5023 2086
1114 27 121 2993
1090 648 590 1511
88 779 5529 1511
1431 730 1173 3792
949 587 1042 5529
757 1075 419 2993
827 367 2815 2086
975 1011 249 4677
172 406 4629 1173
1099 274 2086 4221
774 943 590 2498
296 1253 4262 2536
384 746 2536 1042
375 900 362 2370
127 631 2086 5529
663 212 4221 2058
687 153 590 811
531 1085 427 2498
1032 469 2536 5468
916 704 1173 482
623 274 329 2656
622 549 793 5026
803 588 4677 4469
1204 51 1042 2498
1374 344 2498 3524
389 882 2498 4221
1177 586 2370 3886
1305 1058 249 4026
1137 1100 1167 793
1341 678 482 5023
100 70 5468 249
546 353 2040 2498
840 365 329 2370
1397 1074 5667 811
86 469 5529 4469
610 798 793 329
846 371 2040 5622
54 579 5667 4221
392 921 2086 5663
850 992 5529 1173
830 555 2815 5663
1106 955 2993 329
407 453 1167 590
685 720 1167 3524
620 531 5468 1042
82 155 1511 4262
1304 1193 362 4221
269 735 121 3535
643 274 2330 329
324 367 5023 1511
228 1185 121 482
850 365 2370 329
1372 876 811 4677
902 555 2330 4262
771 911 2086 2315
787 843 3259 1511
1211 643 3792 5622
341 786 4469 1173
793 1076 2815 2040
826 1074 811 2498
212 639 3259 4435
492 901 2815 3792
516 497 4262 1237
1252 804 249 1511
962 1084 4221 4629
1172 897 5663 811
925 998 3259 2315
938 643 3792 5622
1267 441 1867 2656
863 826 2058 2330
448 250 121 5529
725 1085 427 2498
1232 549 1237 1167
1065 291 4602 5622
908 144 2498 2330
999 596 249 1042
107 1075 419 2993
721 71 362 427
358 277 1511 1173
973 429 3524 2330
1196 925 1511 793
1382 911 2086 2315
814 1106 811 1237
736 294 4629 3535
611 448 1867 2330
1082 156 249 5667
57 257 3535 329
1370 606 2498 5529
1172 1054 3524 3259
127 1149 2656 362
373 123 2086 2058
683 970 3792 793
109 1128 121 4262
478 1043 5667 2370
35 100 1173 5023
1310 871 4629 811
773 728 3524 4026
915 582 482 2040
1149 641 5026 5572
1276 654 2815 3535
81 597 3886 5663
637 526 5026 5683
1131 617 4262 811
1122 956 4262 249
157 183 4435 2815
275 1026 419 5667
321 844 427 2315
298 762 5023 3886
7 869 4221 482
1283 718 3524 2815
1237 1295 2815 4026
306 673 5572 2536
924 290 1484 2498
452 740 4435 482
1327 1094 362 3535
504 29 2656 2330
455 441 5663 793
1321 498 2040 5026
415 706 4469 121
561 14 4677 3792
1000 354 5023 362
470 239 3886 4602
548 82 5622 2330
72 867 2498 2058
11 634 1511 419
56 561 2370 5622
1184 567 2040 3524
1191 727 4602 3259
1301 1092 2993 2370
2 631 2086 5529
875 578 4602 4677
1345 797 2656 2058
325 758 1511 427
397 699 5572 2498
280 653 1173 1042
209 1084 4221 4629
1393 804 249 1511
1017 894 1173 5667
750 409 3524 2656
1000 936 2370 811
1094 312 2815 5468
1300 267 1867 121
623 275 1237 4602
769 745 5683 2086
1430 90 2536 4221
1143 274 329 2656
1346 962 121 3524
1043 296 1484 1042
980 1272 2815 811
341 559 419 2656
1032 686 2330 1173
183 1287 590 5468
1244 600 5622 4026
1006 651 5026 2536
1030 296 1484 1042
1327 329 5663 5468
715 980 121 329
1346 555 2330 4262
934 359 4602 329
362 407 5468 2330
815 248 2993 2815
416 597 3792 5026
255 720 1167 3524
785 846 4026 5663
706 292 3259 249
427 916 2815 482
29 598 4602 2058
777 1182 249 427
809 869 482 4221
875 467 1867 5026
1357 485 1167 329
206 275 4602 1237
461 190 2815 4221
1118 804 1511 249
384 803 5667 2040
683 834 1042 4221
712 172 1167 5023
1362 1086 5622 811
731 70 3886 5622
38 274 793 5683
188 1105 121 1167
45 684 5572 4435
29 473 4469 249
927 472 1867 3535
1415 774 2040 5663
287 670 419 4435
105 524 4262 3535
455 1212 2086 427
530 764 1237 2536
372 567 793 3886
366 663 3792 4026
361 1128 3792 5667
389 1207 2815 1167
160 572 4221 5683
517 257 5529 5572
324 1319 4435 427
1344 491 5026 5529
1347 1006 5683 419
1277 396 5023 811
1313 643 2656 482
430 123 2086 2058
1297 711 2656 1173
1241 590 1867 2498
723 1001 329 811
862 955 362 329
345 214 121 793
1297 555 5663 2815
110 554 5683 4435
898 420 3524 5622
1385 767 5663 1167
168 338 2656 4629
61 1132 3535 427
1237 833 121 1042
846 1275 362 2536
