50 5000 25000
372 566 5136 86
299 181 263 780
177 807 2930 1849
1241 848 4165 5497
1158 864 5136 3478
988 487 263 1453
554 159 2007 4599
1433 741 4925 2007
364 1188 3478 3213
531 431 4165 3184
1419 1249 263 1200
1293 706 47 3746
269 578 47 1200
1371 408 3698 815
1430 1071 3746 3213
349 754 5292 1471
422 1116 3600 5497
81 697 3931 3698
1203 761 1055 815
1288 536 1453 1861
1424 330 3104 4422
471 370 3698 1477
1360 1012 3097 3698
590 1168 4422 4153
712 1120 1830 3097
1366 1227 1206 3478
348 341 4529 86
301 568 86 3599
65 150 4529 3931
1225 1426 1471 2020
1210 353 457 5497
113 1111 3104 4044
33 1213 1830 1112
496 1165 1112 3104
1208 1188 3478 3213
296 288 3599 420
242 232 845 1453
1214 349 1453 3478
999 63 3588 815
570 440 3746 420
712 952 3104 3698
1272 698 1055 3746
825 944 470 4599
879 692 1849 1055
1299 75 815 1471
1416 816 815 3843
236 664 5292 86
1254 1254 4599 3746
1144 549 457 5608
879 732 3746 3097
525 303 4422 1830
254 1133 3104 3746
1276 154 1055 4044
621 591 1112 4626
756 1017 3599 3104
73 1319 1471 2007
1379 541 2804 420
446 166 845 3478
456 843 4529 3698
1345 1331 845 4626
19 469 5136 4165
568 483 1055 5497
225 671 5136 3184
209 816 3843 815
1014 670 457 3931
842 625 4925 470
29 501 5497 4044
348 634 5497 4925
676 489 1206 4977
581 1152 1830 3478
600 171 4599 1830
1168 517 4153 3588
1265 674 3600 4977
1346 451 420 815
793 716 3698 3184
195 839 4977 780
313 511 5497 1112
579 1006 3588 3104
201 786 815 3097
827 1375 845 2020
1410 680 5608 4529
174 622 263 5434
1194 822 4621 2020
345 554 845 86
140 737 47 3599
73 1021 3213 1471
798 73 1055 47
453 1071 3213 3746
81 213 2930 2804
780 860 5292 4626
750 510 470 3843
797 1119 2020 4153
551 557 3599 5434
768 1360 4599 4153
908 351 845 5497
853 653 457 47
83 1380 4626 780
536 1338 1200 815
278 130 3184 4529
791 1276 3600 263
269 699 1453 4529
29 33 4621 1112
451 1214 4153 2007
551 680 4529 5608
303 1177 3213 4044
1139 678 5434 3746
2 726 1206 1830
36 935 457 4925
315 554 86 845
1106 1157 4165 3588
1247 908 3104 4165
1277 929 4044 1477
288 538 5292 1055
839 762 5136 1861
1142 655 4977 420
713 1070 5434 1830
587 440 3746 420
214 197 1477 780
812 484 1206 4422
1344 1318 4599 3478
790 330 1453 5608
190 338 3746 457
545 614 4165 86
952 598 1206 3184
199 366 420 5292
702 1154 4422 815
597 771 1112 457
202 537 3931 5292
1284 202 1200 4626
1240 801 5434 4165
1001 90 4044 1861
810 1444 3600 780
8 231 457 1453
185 73 1055 47
693 64 3746 815
1405 543 3746 1453
555 1104 4599 3698
523 548 4977 3097
1216 48 4529 3843
68 1379 2007 780
1070 292 1849 263
312 1152 1830 3478
320 537 3931 5292
505 53 1477 3588
1198 1236 3746 1206
1164 640 1206 47
279 501 4044 5497
674 981 4044 4422
323 539 5434 86
138 634 2804 780
699 86 470 5136
825 944 470 4599
612 550 4977 4626
316 701 2804 815
1160 987 3600 5292
805 910 4153 4626
507 161 1849 3599
668 632 1200 5608
465 1109 3213 263
1198 672 47 780
937 847 1471 4621
1219 1076 1830 5497
263 1253 1830 3843
579 752 3843 3746
171 1374 4626 1477
977 742 1471 3931
1356 137 457 420
585 565 1849 86
1050 664 86 5292
680 192 3599 3588
177 528 3843 1206
159 434 5497 3478
934 788 5136 4977
581 134 3184 3843
608 193 1861 2804
261 753 3600 1861
1418 965 3746 4925
804 107 780 457
1074 1124 5497 2007
956 455 815 4153
690 772 4977 3698
1328 866 2930 2007
299 939 845 3097
726 1025 1849 1830
737 644 470 4621
583 514 3600 5136
369 441 4621 4153
479 50 2930 1112
275 932 4925 1849
884 185 3600 1206
560 877 2007 4044
1266 212 1477 3478
1085 734 3184 3746
538 622 4925 2020
1131 329 780 1453
540 851 3599 470
670 31 4044 2930
253 90 1861 4621
1187 546 47 420
74 778 3599 3184
601 495 1200 4621
1377 933 4153 3600
866 1477 3478 2007
258 881 3599 4529
1189 824 3588 1055
1389 910 1471 4044
991 796 3843 1849
1412 737 47 3599
577 726 470 1477
744 851 470 3599
245 154 3599 845
956 776 3104 5608
1324 130 3931 3843
336 1135 5136 1453
1344 1082 5136 5434
763 1317 457 2007
490 228 815 780
892 390 263 4153
882 329 780 1453
734 1162 1830 2930
1204 406 845 5434
1285 1520 3104 86
803 143 4621 2804
842 625 1055 5608
246 1028 4925 815
144 1381 815 2020
1078 1186 1471 4599
836 696 3184 1849
857 788 4977 5136
1016 1131 3588 4599
1259 1328 845 4422
1260 132 1849 420
1301 335 2007 4626
1237 791 5292 1477
1077 910 4153 4626
241 1022 5434 470
1078 1152 1830 3478
1368 527 3600 4925
972 650 5292 3599
1310 1102 457 3213
1157 531 2930 5497
849 289 3843 3097
32 908 2020 47
1241 593 420 3184
1385 721 4529 420
105 739 1830 1200
1343 1286 3184 3213
537 511 780 4153
461 577 3931 420
1274 289 4925 47
466 881 1477 1861
533 801 4165 5434
459 49 3184 4621
260 417 4529 4153
205 1319 2007 1471
182 944 470 4599
85 493 780 5434
495 818 5608 263
956 159 4599 2007
790 397 3097 1112
1128 201 4925 4621
222 188 2804 4529
1425 706 47 5136
123 751 3698 4621
168 655 420 4977
1359 707 3588 470
120 353 4044 4165
193 87 3588 1471
1159 409 4044 86
944 335 2007 4626
445 623 845 2804
209 630 3746 5497
919 1360 4599 4153
1292 1272 845 1206
1414 1067 5434 4599
1263 762 5136 1861
289 1326 815 4626
1102 1177 3213 4044
1280 498 3184 5292
13 876 86 4626
43 747 2804 4626
1076 999 1477 3213
786 708 3478 1112
1200 842 3097 5434
1012 462 3931 4165
298 613 3478 1055
553 908 2020 47
550 1067 3213 5292
657 161 1849 3599
262 1458 1849 3600
156 1203 5497 3213
1338 879 3104 5292
1024 1104 4599 3698
765 112 3746 1471
302 986 470 420
57 1335 3588 1206
1135 778 3599 3184
902 811 47 3600
865 598 3184 1206
485 584 1055 1453
836 1303 1453 4422
793 650 47 1849
439 681 3478 1861
693 634 2804 780
1150 549 3097 4626
474 90 4621 1055
1112 981 4422 4044
438 1335 1206 3588
1175 231 3931 86
221 102 1477 3746
1057 492 86 470
282 961 4925 780
722 155 3588 263
1287 1145 3698 4165
869 1021 1471 3213
1116 1280 420 2007
652 283 3843 4977
1090 895 5608 3588
826 1170 4599 457
919 783 4977 845
408 349 1453 3478
690 103 420 1453
1284 1177 4044 3213
1003 886 1112 1477
305 866 2007 2930
81 1104 4599 3698
841 859 5136 4599
633 181 263 780
1393 76 1849 3698
531 633 5497 1477
638 1365 4599 86
889 487 1453 263
1132 440 4599 3600
971 1444 3600 780
1100 546 4626 2930
1176 622 470 1112
248 386 1453 3599
1241 815 3599 1861
247 655 420 4977
14 112 4621 4529
1182 69 3599 780
73 300 3931 4925
653 1120 1830 3097
356 1280 2007 420
546 460 4044 5434
801 663 5136 4422
1053 87 47 4621
259 665 3184 4626
949 406 845 5434
813 542 470 4529
1026 170 1206 1200
300 941 3097 1453
638 839 4977 780
315 539 86 5434
336 625 4925 470
878 1162 1830 4044
709 1312 780 1206
542 568 1453 3931
883 330 845 815
117 353 5497 457
216 1040 3104 420
505 192 3599 3588
50 1272 1206 1849
111 1103 1849 3213
91 1305 3213 1055
1090 643 470 3746
1404 346 86 4621
898 417 3097 2804
1385 615 2804 5608
1375 637 3931 5136
151 853 4153 1206
528 648 4529 3600
578 115 1861 1112
561 490 4599 4626
524 174 1112 4977
174 750 1471 470
10 705 815 5434
909 112 3746 1471
410 581 5608 3184
621 862 3097 5497
658 1332 3931 3213
816 879 3843 3588
1339 839 780 4977
115 1044 3104 1471
1275 1314 1849 2007
475 542 470 4529
186 936 3698 4925
541 708 1206 3104
877 594 3843 4626
967 475 420 3588
87 1294 1477 2007
1291 1271 420 2020
861 283 2020 1206
1095 844 1471 3097
283 771 457 1112
179 769 1471 1055
237 850 1477 5608
779 661 1112 420
88 963 5608 3213
927 1026 4925 3599
886 494 1471 4153
737 426 2804 5434
30 577 3931 420
1125 343 3746 1849
1281 522 47 1453
1216 1122 845 4165
518 417 4422 4626
555 658 5292 1200
575 502 4153 4044
827 622 86 3698
1367 816 3184 1477
1218 681 263 470
1115 1370 2804 1830
931 1155 2804 4422
972 1139 457 1200
756 818 2930 3698
1031 1274 3746 1200
59 1037 1477 3104
1077 560 4529 4626
401 56 3746 263
1013 1338 1200 815
663 1071 3746 3213
210 353 4044 4165
1013 1113 1453 4626
545 65 4044 4621
1173 424 3478 86
764 351 1206 4925
696 50 1112 2930
333 198 1861 4529
606 1380 780 4626
1336 699 4529 1453
1127 950 3097 457
1313 56 263 3746
489 857 1471 1861
1050 795 5292 4165
906 1048 4925 1830
512 166 845 3478
1201 161 1849 3599
253 1102 3213 457
668 1223 3843 3104
869 1271 2020 420
1349 1019 5497 3104
586 1274 3746 1200
1025 1117 3931 4422
859 773 263 1861
491 82 4529 1112
230 163 2804 1112
772 490 1471 1453
362 311 4165 4529
955 723 2804 1477
503 1119 4153 2020
146 426 2804 5434
164 143 2930 4977
1023 231 86 3931
602 552 4621 1206
885 1180 1830 1861
1350 577 1055 1200
9 818 3097 4422
311 801 5434 4165
1149 915 1112 2007
120 736 4621 1849
1 936 4925 3698
351 353 3588 1849
915 326 2007 1830
999 1148 4599 47
85 161 47 2930
392 1157 3588 4165
863 967 1830 3588
1389 113 3599 1471
655 564 4626 4044
642 12 1849 845
906 932 1849 4925
1102 512 3097 1861
376 848 5497 4165
1193 1343 2007 3746
92 1198 420 4626
317 1265 3104 1055
529 94 3184 2804
1244 954 3213 3588
73 118 4977 4044
723 130 3843 3931
817 502 4044 4153
245 1162 3478 1200
611 311 2804 4153
59 951 3097 1849
374 587 5497 4529
1001 388 1471 420
411 1213 1830 4529
1365 926 1112 3588
1423 784 4044 1849
165 1213 1112 1830
463 762 1861 5136
751 90 1861 4044
1380 1333 1471 3600
256 706 47 3746
1260 571 86 1453
157 871 3213 4165
91 1213 780 1200
614 428 3184 5434
1290 1109 3213 263
152 1009 3104 4925
594 127 3213 1830
641 340 1849 815
1141 1043 3746 4165
1158 865 1477 4621
190 455 86 3746
24 317 3600 4422
723 198 1861 4529
1246 685 4044 5136
87 1017 3104 3599
71 822 1206 5292
226 753 1861 3600
56 493 4529 1206
1120 1104 3698 4599
893 1081 3843 4599
1002 1185 2007 1453
381 811 1861 3746
1216 1056 1830 780
1037 460 4044 5434
1339 565 1849 86
537 55 5434 5497
235 706 47 5136
641 822 2020 4621
1194 818 4422 3097
395 1356 3588 4626
996 1081 3843 4599
194 987 3600 5292
317 673 4621 5136
1355 1242 4422 3599
1126 990 3104 1453
223 1365 86 4599
330 1212 4599 2804
843 1252 3698 1206
598 1213 1200 780
993 595 470 3600
550 569 3184 1453
616 446 1112 4153
1385 223 47 4977
8 880 4925 4599
7 402 5434 1849
308 1025 457 1830
1431 319 3104 2007
167 1225 1861 3213
1150 1039 5136 457
1261 604 3097 1200
360 247 780 3588
741 386 1055 3097
911 880 4599 4925
774 1185 2007 1453
808 411 1861 5497
682 1313 3104 2804
778 76 1849 3698
1191 723 1477 2804
759 767 86 5608
628 317 3600 4422
82 564 5136 4529
849 173 5497 5292
464 264 1471 457
555 1034 4165 3478
1037 1104 3213 780
158 605 2804 470
764 843 4529 3698
306 272 4599 2020
1067 890 4529 1477
766 346 4621 86
268 428 5434 3184
1307 1133 3104 3746
435 94 3184 2804
94 1080 5434 2007
547 1162 1200 3478
1417 1319 1471 2007
262 475 1112 5434
1263 1120 3097 1830
13 270 1471 1849
541 761 2020 4044
1356 824 2930 263
996 332 3600 1200
328 56 3746 263
137 113 1471 3599
1195 590 1453 4977
1432 927 3600 86
1145 581 3184 5608
57 981 4044 4422
543 69 780 3599
482 578 1200 47
503 421 3097 3184
560 73 47 1055
61 113 1471 3599
656 504 1206 3097
18 1318 4599 3478
754 1314 2007 1849
1326 977 815 4977
1185 434 420 5608
637 1005 3599 1830
495 1176 420 3213
212 615 2804 5608
57 816 780 4044
1081 560 4626 4529
969 512 3097 1861
997 630 3843 5292
402 338 3843 4165
344 869 815 1861
1085 341 86 4529
1138 574 4599 1200
130 394 4977 4165
172 1337 1477 1206
1179 1170 5136 5292
1011 747 1861 780
1310 503 5497 3599
1116 526 1453 1477
1390 262 4165 4626
166 411 1861 5497
1252 726 1206 1830
822 1305 1055 3213
952 643 4153 3698
996 788 4044 457
735 555 3097 3600
179 769 1055 1471
49 134 3184 3843
948 1477 2007 3478
612 1315 1055 1830
574 522 47 1453
1018 247 3588 780
488 587 4925 5434
953 287 457 263
413 1262 3588 3600
511 852 2930 3746
184 1346 1206 1471
1311 1305 1055 3213
539 455 86 3746
422 778 3184 3599
1131 1303 1453 4422
1284 773 1112 263
557 593 780 5292
958 842 5434 3097
287 871 4165 3213
746 231 457 1453
789 1148 4599 47
622 408 457 5434
491 330 1453 5608
73 349 1453 3478
374 714 780 3184
378 1291 1206 815
1207 707 2804 1471
805 350 4153 1055
1435 1170 457 4599
1214 136 5292 5434
749 719 3698 1055
92 1198 420 4626
732 127 3746 3588
608 446 4153 1112
206 636 4626 1861
226 471 5497 3931
1432 446 4153 1112
247 1040 420 3104
120 931 4977 4599
154 270 420 5434
859 870 2020 3184
852 478 4621 5497
1316 451 420 815
40 548 3097 4977
68 778 470 3478
1221 510 4925 86
206 772 4977 3698
589 386 3599 1453
192 921 2020 3931
743 479 1206 2930
108 1276 3600 263
261 568 5136 1206
383 237 2020 4422
1093 330 5608 1453
769 1170 5136 5292
1225 1196 3213 5434
1271 1050 4599 1112
803 378 3097 4153
625 494 4153 2930
476 541 2804 420
387 988 2007 3184
723 707 1861 3698
393 625 1453 4044
1312 650 3599 5292
1081 1138 1200 845
162 950 3097 457
1277 428 3184 5434
355 613 4153 5497
267 739 4621 457
1132 1180 845 4599
1410 669 420 4044
774 814 4925 420
1262 699 457 3184
1181 754 1471 5292
699 114 4044 3184
1070 686 845 1055
761 860 4529 815
1292 1030 5136 845
242 27 1055 3931
813 1291 1206 815
612 496 845 5292
1188 853 4153 1206
1105 908 3104 4165
1002 800 1477 5136
150 509 4977 86
885 1208 4422 86
1425 406 5434 845
1345 942 780 5136
137 551 1477 86
1050 531 2930 5497
239 434 420 5608
973 494 4044 5292
839 650 5292 3599
358 1042 4529 4599
714 1004 4044 4599
1292 844 3097 1471
1070 642 3931 1206
636 977 2930 3588
774 708 1861 457
256 1276 3600 263
495 1069 3104 815
1341 626 3931 5608
612 318 5497 3698
971 640 1206 47
117 1246 263 4422
1410 1038 3213 4925
912 643 3698 4153
414 1313 3104 2804
365 345 3588 845
296 554 845 86
488 326 4165 2930
7 1104 4599 3698
1063 1252 3698 1206
439 231 3097 470
1090 860 815 4529
1424 835 3097 3588
534 732 3097 3746
1284 860 815 4529
373 595 2007 4165
501 921 2020 3931
993 338 3746 457
87 1253 3843 1830
1403 163 1055 1861
1153 774 3600 1055
745 161 2930 47
40 1189 4422 1471
39 1290 3104 3931
161 347 5497 1849
788 1330 1849 4626
1252 763 1453 4925
243 270 1471 1849
1135 120 1861 2930
693 99 780 3478
1099 691 845 3184
186 943 263 4925
1209 409 4044 86
874 136 5292 5434
220 1394 2007 263
1103 552 5608 845
514 1054 1453 470
757 150 3931 4529
324 1470 4153 3104
1017 511 1112 5497
676 678 5434 3746
735 1223 3843 3104
504 99 4529 2930
1250 1297 263 4626
31 1065 1453 1206
1006 489 4977 1206
574 697 3931 3698
333 927 86 3600
657 1337 1477 1206
106 1025 1830 1849
783 480 4165 2020
78 139 263 3478
454 202 4626 1200
137 1185 2007 1453
40 783 1477 47
1046 1004 1477 1830
53 536 1453 1861
601 1236 3746 1206
1335 1196 3213 5434
711 654 4422 4165
814 747 1200 3213
341 1067 5434 4599
9 681 4621 3478
1230 1056 1477 4925
755 1318 3478 4599
217 782 3478 4977
1125 709 4626 3931
920 120 1861 2930
653 1117 4422 3931
1397 549 3097 4626
429 630 4153 1453
610 560 4626 4529
1338 297 86 3843
1052 763 47 1471
695 706 47 5136
196 417 4529 4153
1240 87 3588 1471
69 589 2930 5608
723 1021 3213 1471
552 848 4044 3746
982 708 1861 457
24 428 2020 3104
1235 300 1477 457
719 785 3698 1112
1415 811 2020 3843
43 788 1112 780
1283 604 3097 1200
494 494 4044 5292
570 555 3600 3097
867 763 1471 47
337 319 2007 3104
540 434 5497 3478
1161 1293 3478 4626
1154 185 5434 1453
669 718 2020 4977
1334 686 845 1055
320 161 1471 780
99 1188 3478 3213
1377 685 3588 5497
1234 1252 1206 3698
599 623 4626 3213
1215 155 263 3588
590 494 1471 4153
689 1157 4165 3588
131 103 1453 420
1426 1326 815 4626
1159 699 3843 3478
1231 1337 1477 1206
272 1236 3746 3600
316 1213 1200 780
348 582 3588 86
1350 824 263 2930
210 446 4153 1112
1172 723 2804 1477
379 1244 1453 3600
814 881 4977 263
952 708 1861 457
636 691 845 3184
1417 1275 4422 3698
1112 439 780 5497
588 326 2930 4165
1368 929 1477 4044
983 103 5608 5292
722 723 2804 1477
173 1458 1849 3600
4 1427 3698 3600
1422 788 457 4044
299 460 5434 4044
1184 505 5136 4153
876 1152 3478 1830
611 724 3600 4621
730 595 1453 4621
1138 457 5608 4977
855 695 3599 2804
444 478 4165 47
34 558 4044 5608
1053 801 1112 3746
340 283 3843 4977
439 417 3097 2804
181 1360 4599 4153
1194 929 4044 1477
1075 1116 5497 3600
1046 886 1112 1477
1188 197 4599 4422
1363 986 470 420
254 48 4529 3843
244 494 2930 4153
716 1282 3599 1200
996 388 420 1471
805 424 3478 86
1254 1124 4422 47
52 1379 780 2007
1191 1285 4599 263
150 835 3097 3588
147 501 4044 5497
172 682 4626 1055
101 795 5292 4165
1099 650 4626 470
714 258 4977 1055
130 440 3600 4599
95 961 1471 4977
1093 573 4422 1200
974 36 1471 1477
748 510 4925 86
1399 522 86 780
106 565 1849 86
1352 1327 845 2007
430 1037 4621 4422
306 1212 2804 4599
1289 1291 1206 815
682 814 4925 420
1118 127 3588 3746
537 94 3184 2804
113 650 3599 5292
778 174 4977 1112
1145 1167 2020 1453
1083 1236 3746 3600
964 487 1453 263
66 924 3588 4529
568 632 2804 457
523 672 263 1055
930 1144 3104 3097
273 708 3104 1206
1310 1076 2804 2007
1055 114 3184 4044
1225 5 1849 457
295 406 5434 845
1246 225 1849 1453
730 622 470 1112
1029 181 3478 1471
704 411 1861 5292
1163 909 3599 4977
747 818 4529 1849
304 604 3097 1200
453 53 1477 3588
1153 691 3184 845
1071 180 3931 2930
1303 289 3097 3843
1048 634 3184 3478
509 924 4529 3588
1213 747 470 4422
808 1155 2804 4422
115 593 420 3184
914 736 1849 4621
289 309 1200 4925
761 1139 1200 457
1400 1119 3184 4599
277 691 3213 1206
1325 1081 3843 4599
394 330 4422 3104
39 764 2804 3588
847 1178 4529 3104
835 1106 1453 4599
1126 598 1206 3184
303 600 3600 3104
633 1135 1453 5136
594 638 2804 1200
419 820 4529 457
1082 598 5608 1112
545 50 3184 1055
1349 811 2020 3843
544 1037 4621 4422
505 536 2804 1453
442 147 4044 47
1347 181 3478 1471
628 1179 4599 3931
454 200 4165 1206
1382 708 457 1861
698 694 2930 420
993 554 5434 4529
270 185 3600 1206
49 832 3097 1477
1340 568 1206 5136
1105 941 1453 3097
130 431 4165 3184
144 820 2020 1861
1164 1116 5497 3600
979 1076 2804 2007
109 184 4977 4925
974 475 1112 1200
1244 1213 4529 1830
1165 1067 4599 5434
1066 1151 1055 4599
603 48 1477 815
734 90 4621 1055
878 418 4925 4626
1219 335 3698 1471
585 428 5434 3184
709 130 4529 3184
535 681 4621 3478
211 283 3843 4977
1376 1499 86 1830
874 785 3698 1112
38 908 2020 47
644 1005 3599 1830
82 289 86 47
1301 961 1471 4977
447 598 1206 3184
1028 857 1861 1471
44 817 5608 4165
185 469 4165 5136
559 630 3843 5292
294 1297 4626 263
299 279 4977 3931
71 548 2804 3478
878 598 1206 3184
888 1188 3478 3213
883 871 3213 4165
616 699 1453 4529
1202 397 3097 1112
33 306 1849 1477
511 622 2020 4925
814 630 5497 3746
807 1043 1849 5136
1325 814 1471 5608
792 1158 3478 3104
1092 818 1849 4529
698 1025 1830 1849
502 801 3746 1112
65 532 86 5497
1362 1102 815 4165
156 528 1206 3843
576 929 4044 1477
615 753 4621 263
185 702 845 1861
1240 341 86 4529
984 424 4153 470
718 931 4599 4977
761 213 2930 2804
574 815 3599 1861
200 836 3097 2007
1138 797 3931 3588
1065 536 2804 1453
277 1249 1200 263
383 367 3698 263
1328 136 5434 5292
1236 1500 2020 3478
997 1030 845 5136
1109 110 1861 4977
877 586 4153 4925
63 1145 3698 4165
1326 441 4165 1861
727 812 4529 845
778 664 470 47
590 1271 420 2020
47 685 5497 3588
1255 1328 3600 420
986 708 47 4626
67 493 1206 4529
183 1295 47 1830
217 1180 1830 1861
1275 591 3843 5497
634 870 1471 1112
181 1069 4621 4599
532 781 2020 470
176 1381 2020 815
353 763 263 5136
1095 349 3478 1453
1162 1174 3599 4599
1217 886 1477 1112
1435 654 2930 1453
1142 159 2007 4599
336 493 4529 1206
389 164 3843 4044
793 604 1200 3097
841 424 4153 470
1195 573 4621 5608
236 920 5292 3097
329 568 3931 1453
152 1346 3478 3600
13 792 3698 4044
804 49 4621 3184
1421 706 47 3746
510 413 3698 3588
1318 104 1471 263
1328 783 3746 4621
1177 1262 3600 3588
914 1148 47 4599
145 1500 2020 3478
1153 1076 5497 1830
1082 5 1849 457
147 697 5136 2020
1075 741 3478 4044
1429 686 1477 5434
1122 743 5136 2007
783 848 1477 3843
577 594 47 3478
869 67 1206 4626
1185 1208 3213 3843
1119 929 4044 1477
450 783 4977 1849
483 737 3599 47
922 1227 1830 4621
663 914 2930 815
1152 1111 845 3213
557 833 780 2930
905 496 845 5292
639 90 1861 4621
1306 1012 3097 3698
355 587 4925 5434
819 1315 1055 1830
1015 1025 47 2007
178 944 4599 470
1299 197 780 1477
311 1030 5136 845
100 493 5434 780
299 718 4977 2020
901 743 2007 5136
867 163 1055 1861
598 416 2020 3213
992 774 1200 470
379 137 457 420
89 699 3843 3478
1199 228 780 815
689 372 3698 5434
1122 537 5292 3931
273 848 5497 4165
33 143 2930 4977
1141 1162 1830 4044
464 1165 2930 3213
432 914 815 2930
1367 576 3588 1453
874 908 3104 4165
1186 329 780 1453
87 614 4165 86
1437 796 1112 2020
270 134 3184 3843
175 674 3843 3600
1189 552 5608 47
213 1039 5136 457
645 408 2930 3097
572 1318 4599 3478
1318 943 5292 1830
936 1342 3588 2020
1023 1294 2007 1477
1064 773 263 1112
1102 678 470 815
900 541 2804 420
477 789 845 3843
1415 411 5292 1861
1202 591 5497 3843
770 555 3097 3600
882 558 5608 4044
784 554 815 1453
763 114 1861 47
108 707 3588 470
959 282 3600 2007
1306 590 4977 1453
43 914 3599 3097
1249 489 4977 1206
706 113 3184 1861
1077 863 815 1112
954 668 3931 1849
206 1025 47 2007
281 1297 263 4626
1112 431 1200 4044
198 177 3843 47
307 482 1861 1200
46 1122 4165 845
860 674 3600 4977
1138 494 5292 457
341 532 86 5497
98 737 47 3599
414 800 5136 1477
787 510 3843 470
544 434 5608 420
622 1342 2020 3588
938 408 5434 4977
568 801 5434 4165
1431 784 4044 1849
749 1038 3213 4925
909 977 4977 815
1241 847 3599 3843
1061 1225 3213 1861
1151 972 3698 1830
836 1012 1849 3104
1280 434 5497 3478
562 1242 3599 4422
117 1332 3931 3213
