50 5000 25000
57 326 2896 4637
1004 481 1703 4311
344 1184 4763 4311
1270 1027 2398 2897
331 935 5481 2893
1363 436 4597 5397
875 1229 4452 796
1303 730 477 510
567 783 1240 3947
447 1347 1065 4743
104 596 1542 2908
580 361 4452 816
286 718 3082 2501
1356 1039 796 1542
783 1084 153 3947
325 660 1755 3221
487 710 1700 4870
1191 1068 3221 2665
1124 741 705 1647
249 1247 2665 4763
487 268 3082 2909
199 986 4597 4452
334 869 2501 5017
1356 107 4452 5017
511 964 2665 705
1379 776 5397 2635
989 289 705 4637
580 244 2398 4743
1126 530 2013 4311
231 1048 194 4311
11 1021 3082 4447
522 340 510 3749
1329 919 1647 4870
1208 407 816 838
1430 1023 3082 838
758 917 816 1843
556 1189 4452 194
130 768 4447 2501
785 479 4763 510
79 973 444 2013
1211 701 1542 900
1406 683 2893 2896
8 366 5017 2716
1089 838 4637 1065
1079 1250 2635 1703
270 893 1934 2635
826 513 2013 1542
956 754 838 4393
173 364 1755 183
124 1195 194 816
1336 689 705 3082
1174 741 1647 705
723 811 3947 477
1351 968 5662 5017
824 192 4597 5662
1210 1101 510 444
72 729 1755 4447
1219 917 153 3380
1140 535 3655 2908
201 203 2896 1755
199 736 2635 4743
670 1060 1755 5481
1218 1460 444 1934
87 1171 4743 796
271 1030 5017 4597
184 572 4452 2635
135 399 5481 1542
779 1194 2716 3380
857 948 2398 5481
1293 277 1065 1647
40 1060 5481 1700
582 1460 1934 444
232 257 183 4637
320 553 3947 183
463 1201 796 5397
647 175 4452 4447
654 703 510 3947
1305 1301 816 2909
268 518 477 2893
1421 82 4393 477
1333 479 2909 796
476 1308 1647 444
708 925 4311 153
900 1074 2897 4447
1363 1269 2897 4743
571 743 796 510
1225 704 2716 2013
1091 1022 5017 3221
118 1181 2909 2398
566 561 1647 3749
1376 335 1065 796
229 754 838 4637
612 246 3221 2501
432 542 477 1542
1236 595 4870 838
1032 192 4597 5662
322 55 194 2897
1099 720 2896 477
608 1114 1647 2893
671 235 4763 3380
1153 1201 5397 796
372 1201 796 5397
465 542 153 4452
527 862 4597 1700
970 944 900 153
283 501 5397 1240
1235 719 1240 1700
193 652 4870 444
411 409 2013 183
715 546 2908 5397
1088 686 1703 510
1422 559 4393 1843
753 506 2013 4637
975 55 194 2897
235 122 1240 4393
1209 608 2893 2013
20 765 4447 4393
901 122 4393 1240
240 755 838 2501
1035 426 1755 2501
1099 604 1700 1647
1426 1141 2897 2896
545 1427 838 4763
1392 578 4870 1755
187 1272 3947 444
1268 826 1065 2896
1288 535 3655 2908
621 942 900 5397
734 732 1700 3221
329 366 3749 1703
1300 434 510 1065
1159 1137 1755 153
524 463 4393 3749
426 862 4597 1700
613 620 2893 4597
313 1114 1647 2893
1321 1053 3749 838
602 428 4637 4393
1025 347 2635 2665
42 602 183 816
436 612 2909 1542
493 943 183 4452
968 718 2501 3082
1394 435 1647 2909
440 1179 153 1700
625 660 3221 2716
787 199 4447 2665
1314 1186 4743 3655
1135 1060 2716 194
1285 548 1755 2716
1167 372 1934 510
641 419 4311 5662
639 683 2897 477
1266 314 183 2501
197 317 900 194
284 942 900 5397
1323 808 444 4393
924 13 4447 838
241 928 3082 2398
147 761 444 2501
411 1244 2635 2013
827 317 1934 194
605 961 2665 4393
1401 290 3655 900
366 1064 4311 3380
181 1397 838 796
736 798 5017 1542
217 975 3749 1755
666 1231 2909 838
230 51 477 1240
261 948 2398 5481
1197 1164 2897 1700
394 278 2908 4870
260 767 4393 900
623 606 3082 5397
1026 733 1843 2501
322 869 2501 5017
411 1016 2635 4311
1077 428 4393 4637
1307 1443 4763 444
1 729 4447 1755
1198 1211 4452 3749
24 948 4452 1703
284 756 2398 2013
779 1283 1647 4452
1005 289 705 4637
954 896 1934 2896
1408 535 3655 2908
1197 965 2665 2501
799 425 2013 3655
1335 399 4870 816
1289 1075 2665 1240
582 565 3221 2893
162 362 3749 1240
415 690 2908 796
744 338 183 705
706 1249 2716 2909
1054 689 444 4637
329 712 5481 183
577 652 444 4870
728 617 4597 1934
122 108 2909 1934
239 569 3082 4393
414 1060 5481 1700
1124 604 1647 1700
585 826 705 900
1163 973 2398 194
650 887 705 4763
979 543 2501 5397
117 642 4743 2896
717 940 1934 4870
711 645 1240 900
950 597 3380 1542
1018 466 4763 3082
859 809 4743 1542
1316 1076 4311 2897
911 237 838 4743
121 668 4763 183
1101 689 4637 444
1090 188 5481 194
239 154 816 4311
950 851 1755 5397
332 1312 2716 1934
1 1228 816 2897
793 1056 4447 3749
224 1043 2665 477
1351 107 5017 4452
1190 631 2013 1647
1084 699 1542 4311
829 618 2501 2398
1045 565 2893 3221
420 419 4311 5662
1356 386 2716 5397
846 614 444 1755
831 749 2896 1240
731 956 4637 1934
685 585 2896 3947
1322 122 4393 1240
596 428 4393 4637
485 747 1703 2896
1233 334 3947 1065
88 633 816 1240
950 407 816 838
836 719 2398 1240
1021 751 194 2635
667 334 1065 3947
962 937 3380 4637
1379 326 4637 2896
598 1305 2665 796
1160 923 4637 4763
1020 606 5397 3082
545 921 4637 2665
428 686 477 1700
1002 847 4447 477
700 694 4637 1647
443 434 1065 510
73 1357 5017 1934
1195 355 838 2893
297 817 153 3082
31 685 1065 4393
969 867 838 3221
1278 1022 1703 5017
1250 578 4870 1843
928 58 477 3221
776 809 1542 4743
312 1064 3380 4311
140 471 3655 1703
945 1272 444 3947
1041 578 4870 1843
896 1033 1934 1755
995 1065 2013 5017
1004 535 2908 3655
1011 1164 1700 2897
399 1071 2897 4637
3 1116 2013 153
718 568 1647 2896
201 1030 5017 4597
856 923 4637 4763
1182 796 1240 4743
208 568 1647 2896
535 1411 3947 838
175 1055 5481 838
1114 1223 2909 4447
644 943 183 4452
1206 204 705 1703
748 602 1843 900
643 544 5662 3082
1218 781 2909 4393
662 768 2501 4447
584 1111 194 5017
887 643 3947 3749
1101 697 796 1755
1191 319 900 5481
585 389 1542 4597
466 826 1065 2896
1354 606 1755 477
682 731 1647 2501
158 870 3655 153
598 25 1934 900
35 995 2013 4452
678 1202 2893 2909
514 1367 1647 2665
548 317 900 194
350 841 2897 705
65 245 4311 4870
1135 1127 3380 2893
1270 1220 4637 153
801 386 183 477
199 244 2398 4743
1030 672 2398 1843
1103 1148 3749 2665
178 1120 3655 2665
598 1291 2716 900
820 805 194 4870
885 852 5397 183
452 315 4311 4743
283 426 2501 1755
956 1244 3947 5397
1155 629 3380 477
617 367 1542 3082
857 43 3221 2013
658 1270 796 5017
804 818 796 4393
1243 335 1065 796
1252 601 2665 5397
1316 763 3082 183
972 924 2665 2896
656 568 2896 1647
454 454 153 4447
860 1190 194 2896
71 656 1542 838
180 869 1703 838
1245 401 183 1240
196 1119 2635 4597
50 668 183 4763
229 418 3749 1542
1252 1193 5481 444
1439 866 2501 194
711 776 183 2909
1025 740 4393 2896
1366 680 2908 900
1270 1074 2897 4447
914 1179 153 1700
723 557 1647 3655
774 606 3082 5397
875 333 5481 1934
559 852 5397 183
559 672 3221 510
1142 900 2635 4763
728 565 1240 2893
526 482 5397 5662
356 232 1703 2501
1270 701 5662 1647
599 797 444 1542
813 44 1240 2013
266 338 705 183
825 776 4763 477
1256 699 1542 4311
831 1036 1700 2909
119 1048 194 4311
517 1051 5017 183
874 710 153 194
576 1071 3082 816
1175 130 3221 4597
420 1211 4452 3749
1241 521 1542 1240
41 841 705 2897
195 1231 2909 838
974 749 1240 2896
780 435 2893 4637
132 338 3082 900
1337 992 194 2665
127 631 1700 2893
861 826 1065 2896
875 575 5662 1843
1041 831 2635 2909
400 1071 4637 2897
683 899 183 2398
538 900 2635 4763
1355 271 4763 796
294 941 2893 3082
13 735 2909 5662
630 1048 4311 194
422 597 3749 2501
629 570 1843 477
1027 1199 816 510
56 445 5481 1240
1118 561 3749 1647
216 566 1703 1065
4 1347 4743 1065
298 1279 816 1934
183 570 1700 796
813 75 510 194
1107 719 2909 2908
296 207 510 3082
1195 1108 4743 3749
1124 1025 2909 4637
979 597 1542 3380
1348 821 838 5662
766 163 2398 4447
643 656 838 1542
1335 1072 2665 1703
10 575 4311 5017
1100 903 5017 4393
516 678 900 183
1279 767 4393 900
578 1195 816 194
220 1034 4311 1065
256 658 2716 1703
398 435 4311 477
1140 917 3380 153
1283 107 5017 4452
1351 329 4597 4870
168 326 2896 4637
429 1177 4743 510
1257 712 5481 183
63 864 4597 838
33 1460 444 1934
974 1070 4763 5397
222 425 2013 3655
534 806 5017 2896
768 1363 2398 796
1106 705 4763 4597
793 488 4311 3221
809 522 1542 1703
138 481 4452 4311
1160 776 183 2909
678 743 510 796
1112 923 4637 4763
865 260 3749 4597
1272 568 4597 4311
600 1110 2896 3082
138 563 2893 2665
803 95 2013 477
173 1272 3947 444
183 980 2716 3082
1215 435 4637 2893
325 867 838 3221
403 630 796 2897
1141 935 2893 5481
845 590 2908 1065
1317 883 4447 1240
15 635 194 1647
690 863 1934 2501
735 783 1700 5017
919 879 5017 1843
566 408 194 1542
892 321 4870 2013
633 449 1703 5481
1305 137 2716 2398
795 314 5017 2398
1049 531 4743 4637
1055 1125 4452 510
240 732 1065 705
1017 405 2013 5481
144 697 1755 796
726 635 1647 194
505 367 1542 3082
977 831 2635 2909
574 841 1700 4763
313 718 3082 2501
70 716 1703 2398
1336 1148 3749 2665
1208 1228 816 2897
429 1078 4447 3655
681 697 705 1843
1109 208 1240 705
235 952 4452 1240
444 883 2908 4447
699 976 1647 1542
702 13 838 4447
1042 315 4743 4311
283 669 1934 3221
1192 1003 2896 2909
141 250 705 2013
616 400 1703 183
528 671 3947 3082
573 798 1542 5017
1385 130 2665 5017
719 224 4763 3947
1320 919 3380 2635
846 867 3221 838
1352 1367 2665 1647
1104 749 2896 1240
1117 605 4743 2501
165 317 1934 194
694 834 1700 838
1267 1415 4763 4447
1084 586 4597 2909
364 806 5017 2896
116 212 838 2665
962 651 3655 5397
1437 754 4637 838
1003 754 838 4393
1186 676 3655 705
883 1223 1647 2716
1086 1195 5481 5017
378 575 3221 3380
728 893 2635 1934
760 1409 4447 3947
1060 162 4743 444
454 635 194 1647
323 1038 4597 2665
1326 1441 900 4743
945 1064 510 4311
388 656 838 1542
35 582 3380 1703
413 663 1703 1647
1141 689 4637 444
334 917 4870 900
937 931 1240 444
963 618 1843 1065
372 871 838 2896
1228 557 1647 3655
395 236 2501 1240
1097 1016 3655 2716
391 911 4637 3655
1116 301 4311 705
1160 360 2398 2665
296 167 838 5017
249 326 4637 2896
17 840 4743 2013
980 748 2897 153
1420 354 3749 3221
855 500 5397 1703
1101 155 2909 2897
1261 706 1934 2908
1133 612 2909 1542
213 386 2716 5397
520 620 2908 1843
1304 851 1755 5397
873 1258 2635 477
866 532 5662 3655
293 731 1647 2501
226 518 477 2893
298 1038 3947 1542
896 364 1755 183
489 237 2909 3655
801 1460 444 1934
1406 481 3082 1240
1070 658 2716 1703
730 810 3749 4637
38 701 900 1542
294 1137 1755 153
229 197 705 4870
1424 1475 900 444
655 244 4743 2398
1065 351 3749 900
892 324 5397 2398
1038 691 194 5662
489 607 3749 5397
678 123 3947 1647
183 855 4393 4763
1423 532 2635 4447
1243 1143 705 153
754 112 2013 2908
673 463 3749 4393
949 684 3655 4870
1149 642 4743 2896
44 838 1065 4637
1036 925 1934 153
853 335 3655 1843
369 1120 477 153
321 649 1703 900
1131 1016 4311 2635
1201 112 2013 2908
1086 1272 3947 444
1426 835 4870 3380
1398 1035 153 1065
235 1103 1700 2635
527 597 5662 1755
464 507 3380 4597
777 252 2398 444
1375 759 2908 510
1114 712 1700 444
222 880 2896 4447
1435 893 2635 1934
1089 1314 510 1755
377 658 1703 2716
1375 808 444 4393
930 1060 1700 5481
714 276 3082 1843
1407 597 5662 1755
312 1244 5397 3947
163 575 5017 4311
763 637 1703 2897
1299 761 1843 2893
876 231 444 2665
250 389 4597 1542
185 1199 510 816
987 597 2501 3749
262 717 1703 796
229 1018 900 1755
413 536 4870 183
448 893 1934 2635
1084 1089 2897 2893
815 1190 194 2896
251 308 1065 5481
566 1021 4447 3082
18 1404 4447 796
1231 82 477 4393
153 317 194 1934
1297 668 183 4763
139 31 444 4452
185 44 1240 2013
1242 633 3749 183
254 1249 2909 2716
627 1054 3380 1755
123 670 1934 1240
653 1025 1240 5017
1228 1003 2896 2909
1387 481 2893 1755
1260 759 2908 510
1243 525 3221 1843
613 242 2716 838
814 872 838 1240
890 427 3749 5662
1064 1043 2665 477
1080 797 3221 4743
1189 765 705 4447
8 776 2635 5397
93 531 4743 4637
9 777 3947 4637
114 675 4393 4743
565 692 1700 4452
430 451 4311 5397
1320 1223 4447 2909
816 608 2013 2893
328 649 900 1703
1390 712 1700 444
1398 701 1647 5662
1363 399 5481 1542
1372 451 1647 183
1358 729 4447 1755
356 1360 444 2909
600 930 3221 444
1217 437 3221 5481
455 735 2909 5662
1386 1257 1843 1700
68 467 1240 3655
1213 1233 1934 2893
688 137 2716 2398
397 765 796 4597
153 809 4743 1542
290 276 1843 3082
944 1272 444 3947
867 755 2501 838
380 1362 4447 1065
302 602 1843 900
262 633 1240 816
418 1034 4311 1065
585 660 3221 1755
527 682 2398 1755
1011 930 3221 444
1297 255 4447 2716
1001 1248 3947 2665
552 182 2897 3380
1142 1119 2635 4597
708 347 4637 816
890 680 2013 1755
198 1363 838 1065
1215 470 1703 4637
1239 608 1934 1843
1260 418 3749 1542
1068 599 4393 1755
1147 401 1240 183
529 642 1647 2908
432 961 2665 4393
1054 789 4597 1755
1158 976 1542 1647
428 539 2893 2908
205 1038 1647 816
922 1336 4447 900
224 452 4447 5397
761 767 2896 2013
70 848 3947 2501
281 1054 4447 5481
948 420 816 4447
1012 400 1755 4311
519 425 3655 2013
1427 606 477 1755
1019 686 477 1700
8 763 2501 796
360 1110 3082 2896
1391 121 3380 1934
334 62 5662 1703
687 652 2716 1542
378 933 2398 510
164 1447 1647 4447
883 804 2665 4870
677 393 2908 4637
257 159 3082 2897
137 869 1703 838
369 961 2665 4393
320 442 3380 3947
526 565 3221 2893
1214 565 2893 3221
152 607 5397 3749
188 443 2909 3947
1072 942 2716 3749
1361 942 2716 3749
1382 646 510 2013
1363 682 2501 1542
820 605 153 1542
914 1244 2013 2635
481 922 4452 1843
1330 689 4637 444
1223 510 5481 5662
1106 575 1843 5662
1411 237 4743 838
1104 840 4870 1065
635 1217 2897 1755
787 668 1240 2909
131 1179 2665 183
597 420 4447 816
45 546 2635 838
1236 701 2897 2908
941 919 2013 4447
144 118 4311 2893
456 747 2896 1703
1126 389 5662 183
80 110 5017 444
199 326 2896 4637
308 674 1703 1934
520 225 5662 4870
1411 633 816 1240
499 525 3221 1843
311 544 5662 3082
999 1019 194 4447
1182 606 4452 5397
622 155 2897 2909
295 1087 1647 2635
272 953 1843 796
348 594 900 4597
1089 1244 1755 194
783 488 4311 3221
841 973 2398 194
1407 602 183 816
698 1127 796 2893
1002 692 4452 1700
980 435 4311 477
38 747 477 4743
509 1189 194 4452
171 719 2909 2908
596 660 3221 1755
685 1023 3082 838
740 835 3380 4870
173 927 3749 2398
308 775 3380 705
907 570 705 3749
858 165 4393 2013
102 1181 2909 2398
1215 500 1843 3380
333 1125 510 4452
260 700 4393 1700
331 219 4763 2909
389 712 5481 183
679 1442 4763 4743
71 1266 900 2398
876 1036 2909 1700
86 645 900 1240
1073 741 510 5662
998 683 477 2897
131 1096 4311 3947
262 231 2665 444
1040 704 2013 2716
111 637 816 3221
1198 743 2896 444
75 927 3749 2398
852 1033 1755 1934
938 597 2501 3749
444 956 4637 1934
1314 727 2635 1843
5 1054 816 5481
268 52 1700 2896
1180 199 2665 4447
1291 566 1703 1065
1049 1053 3749 838
996 582 477 816
805 13 1240 3221
1278 637 3221 816
934 973 194 2398
1212 1053 838 3749
1433 761 2893 1843
707 110 444 5017
179 574 444 2635
369 947 444 183
840 694 3380 4393
1201 1442 4743 4763
1240 920 5397 1065
470 794 5017 4637
189 672 3221 510
615 701 1542 900
170 242 2716 838
237 931 444 1240
1145 741 705 1647
547 1230 2665 1934
932 1107 2665 5481
637 749 838 1843
1207 1269 4743 2897
614 488 4311 3221
1109 1018 900 1755
255 1222 2716 1065
678 1486 4452 900
1073 599 3947 2897
138 692 4452 1700
495 277 4870 1703
298 702 1647 4597
725 1248 2665 3947
1204 1363 2398 796
973 918 4311 3082
1310 821 838 5662
140 467 153 838
117 488 3221 4311
976 236 2893 2398
418 1170 153 796
189 400 183 1703
403 338 3082 900
716 376 510 900
378 438 183 4393
885 700 4393 1700
1010 924 2665 2896
1071 958 183 510
1427 1211 4452 3749
1064 112 2908 2013
1277 1022 5017 1703
458 836 194 705
466 893 2635 1934
922 601 2665 5397
767 810 4637 3749
1209 1112 3082 1700
1293 1012 4763 4870
818 271 3749 2897
1221 1056 2635 796
302 870 5662 444
574 536 183 4870
606 900 2635 2893
895 1442 4743 4763
297 959 444 4597
851 754 4393 838
880 663 2893 183
1230 942 900 5397
331 279 1700 4637
1331 752 2013 3947
1084 222 2501 4870
694 1239 2398 1065
579 481 1703 4311
672 629 816 1703
1376 75 194 510
400 722 2896 4452
1129 972 3947 2635
1314 118 2893 4311
651 366 5017 2716
1397 278 4870 3221
785 722 4597 816
1065 618 2716 477
762 927 1703 444
333 146 4597 1703
1429 1154 5017 3082
780 581 1647 2897
339 675 4393 4743
1185 702 1647 4597
