50 5000 25000
196 70 4964 1614
621 1267 5101 479
1162 1142 5183 4303
363 536 5622 5218
1389 403 4303 1837
806 791 4582 3128
405 576 5444 3876
552 637 5641 404
1082 274 1543 5641
759 615 2620 479
955 120 5675 2325
137 383 4342 1543
1171 602 1498 1714
95 752 4173 2824
282 167 3383 4826
160 724 2824 2104
1364 668 1614 5218
644 111 5675 1614
286 53 5675 2104
918 200 3768 1179
433 459 4303 1373
442 488 3954 1373
46 148 5563 4342
13 807 2104 499
295 713 3768 2824
327 860 44 3017
251 309 4582 5172
1137 665 3017 5675
961 652 4173 499
376 105 1179 2325
687 1036 404 1179
418 539 1498 499
923 1198 5183 5231
1009 330 5641 4920
327 500 3017 5101
799 190 1614 1714
1068 828 1714 479
310 323 2325 44
1155 805 4964 499
733 664 2325 5563
1198 853 1179 4920
445 407 3768 4582
1061 650 4826 4920
259 281 4920 4342
1419 649 3383 5641
672 653 3519 499
584 588 2325 1543
64 455 4173 4363
1068 1216 2824 4349
876 892 499 5622
276 990 2824 147
1015 575 2901 1179
783 36 656 5622
810 560 5231 5563
1109 217 3519 4342
663 85 5622 2104
1112 608 3630 3383
1138 461 4173 4303
568 1239 4920 5183
234 216 5641 3519
385 668 1614 5218
1049 270 5444 44
264 869 4920 2824
947 488 4173 5231
488 1256 4085 3876
1152 626 2824 1179
696 755 2901 4964
266 396 5675 4582
834 867 404 1373
940 755 479 2901
1325 667 1837 5444
26 629 5101 3383
1385 531 5183 2901
461 154 3383 5231
522 731 5563 1837
587 804 5218 5444
730 423 4582 3954
269 143 1614 4826
402 500 5675 4173
601 616 4920 4303
686 935 147 404
495 455 4363 4173
1235 606 3768 5218
1370 49 2620 4964
675 660 3630 3017
348 616 3768 1498
561 639 3876 5218
1015 1354 404 5444
961 608 656 2824
978 668 5218 1614
949 1112 2494 4303
653 1354 5444 404
1011 954 479 5444
846 763 5563 1179
979 724 5641 1837
457 1090 3519 3630
304 614 4342 404
1217 929 5641 5444
454 625 5231 4920
162 724 4342 4826
96 45 4964 5675
1327 306 1837 2824
873 284 3017 4582
118 1187 3954 2494
963 668 2901 4363
923 493 147 3876
457 175 5622 3383
422 760 3630 1837
960 960 3630 147
1033 582 4702 4342
987 942 2901 44
324 609 3519 1614
723 1333 4173 2494
540 932 4085 147
1016 676 5641 4349
1387 631 656 2901
305 625 4920 5231
1213 862 4342 4582
999 620 5563 2104
593 250 1179 2620
509 53 5675 2104
35 731 5563 1837
277 156 44 1614
26 798 5101 499
7 367 1498 4349
803 609 656 5101
1280 716 3954 4342
959 469 5231 1837
423 603 4920 4363
1017 1214 3128 147
1398 1440 5674 2104
13 1303 4085 3961
360 1106 5563 5183
1117 1315 2325 5674
366 626 3768 1543
216 821 3954 499
1124 854 4342 5172
759 318 5563 3876
1265 1179 4582 4349
925 73 3768 2620
469 1065 4085 1373
350 575 4582 5444
223 1135 5674 1373
1340 1216 3128 3519
266 807 2104 499
355 659 5231 3017
39 355 3876 5641
670 740 1543 44
495 783 4582 1373
1292 678 147 4964
321 491 44 1498
543 420 3961 3876
395 349 5675 5444
1092 574 3519 4826
1188 709 1837 2494
238 220 1179 2104
727 710 3383 5218
977 1082 147 5218
1171 1393 4085 4826
604 520 5218 4363
970 771 5172 1614
852 111 3954 4363
177 561 4363 1498
721 563 1373 656
1019 154 5231 3383
1183 166 5675 4303
688 1455 4964 5674
33 717 5101 4363
678 621 5101 4964
313 212 656 3383
140 518 4582 3383
136 226 4349 147
165 449 4826 1837
448 736 1373 2824
759 146 4303 656
1363 309 656 4582
1047 1061 2494 479
1163 599 4702 5444
1197 594 4349 4342
1233 131 4920 3519
1245 763 5563 1179
1381 546 5622 4173
1418 613 2104 3630
427 748 4964 4349
1058 93 2620 4363
853 598 1714 1373
332 1098 5101 4173
56 632 4702 5641
1253 525 2824 4303
1200 615 5641 5675
164 546 44 147
970 830 3519 4582
302 932 147 4085
613 949 5172 4173
1257 682 4702 4826
1081 591 5231 5641
865 226 147 4349
294 724 2104 2824
158 735 5101 5218
722 45 4964 5675
231 522 4964 1837
140 373 3961 5675
390 349 5675 5444
456 243 4173 3876
1050 970 4920 4085
379 622 2824 2325
1229 984 4920 1837
926 306 5444 3961
1281 359 2620 3961
206 1038 4582 5674
373 1439 4349 2901
147 1366 1714 4085
911 1118 656 5183
1074 650 1614 4920
1063 1043 404 2325
369 378 656 5444
1157 35 4964 3768
1006 802 1714 5641
1286 489 1543 5172
240 326 1714 5622
510 1181 3017 1498
820 522 3519 44
443 349 5675 5444
1251 270 5444 44
977 333 3961 2104
623 796 4342 1614
1397 749 2325 4920
1284 220 1179 5675
323 298 2104 5444
240 760 3630 1837
188 702 3630 4582
398 1219 5183 1714
1012 52 656 2325
594 1025 4702 5674
1426 395 4920 3876
1294 523 5172 2494
704 270 44 5444
887 20 5172 2901
1200 717 4363 5101
1357 1214 5563 3630
1436 720 2824 4964
498 596 1614 4702
1314 816 2325 147
348 25 479 5641
370 764 499 4342
618 716 3954 4342
1039 613 1837 3876
358 726 1837 1714
118 1366 4085 1714
1347 582 4702 4342
1343 1065 2325 3128
401 1059 404 5622
148 596 2620 5218
496 794 4349 5231
738 552 4363 479
1357 779 1614 2824
1380 52 3768 5675
1122 721 4826 147
207 250 5674 3128
984 615 44 4582
284 658 479 656
1080 144 4964 2325
1405 523 5172 2494
919 848 4342 1837
791 1473 4964 4085
30 57 5231 5622
1405 533 404 1543
184 1333 3876 5674
123 67 5622 2325
722 155 5218 2901
795 1136 4349 3128
271 606 5218 3768
919 1261 1837 4349
15 475 1714 4702
676 508 4964 1373
633 670 5563 5218
1403 858 2824 1498
1147 828 1714 479
223 225 2824 2901
62 772 3768 4342
570 258 499 4702
212 242 1373 3876
573 539 499 1498
361 1276 4173 3128
839 1129 404 4964
32 576 4920 3383
1308 1154 4702 2824
1015 678 3630 2620
1239 450 5641 147
1301 254 3876 5231
431 615 4582 44
516 1338 44 5183
961 379 4342 147
1323 682 404 5563
1396 686 5231 3630
146 1258 1179 4085
905 782 2494 4582
1056 1129 2494 5563
545 784 404 4582
581 500 5101 3017
861 422 3876 1543
854 710 1837 3128
1365 511 3954 1837
412 892 499 5622
485 409 2824 3017
1056 469 1837 5231
1373 219 4303 2104
392 718 4085 2901
391 1313 2494 3961
762 45 4964 5675
1362 622 3519 656
92 843 2901 3383
758 741 1837 5183
626 674 479 3383
1429 826 3519 5218
1253 469 44 1373
1187 297 1498 4342
1227 144 3954 2325
948 550 3519 5231
150 628 2824 3128
6 813 4085 4342
946 124 656 4964
480 704 1614 3017
1008 62 4826 3954
973 626 3768 1543
76 1208 3954 3128
1343 706 1498 2325
1232 748 4964 4349
926 1386 5674 4363
716 304 2104 3876
1311 952 1837 5674
437 548 3954 3519
387 274 4085 5183
1088 1335 4085 2325
1256 1084 5172 4920
1376 287 4964 3876
1064 697 3954 2824
253 1017 5563 5674
648 1347 4085 4363
1071 663 5563 3961
974 661 4702 5231
149 724 5641 1837
2 966 499 4303
1291 546 4173 5622
449 606 3768 5218
91 1200 404 3383
1340 1458 2620 5674
1193 48 5231 3954
747 73 2620 3768
696 759 4349 2620
1190 1024 5183 4342
667 609 3519 1614
74 1084 2325 5183
1330 596 2620 5218
995 642 44 5101
1034 907 404 1498
935 948 5674 1543
688 883 1543 4085
1307 165 4920 1373
436 935 5172 1714
58 740 1543 44
598 826 3519 5218
672 632 5675 4920
434 267 1179 4363
1429 110 656 4363
1217 292 2325 4582
697 563 656 1373
288 1186 1543 3630
201 1344 3128 44
134 44 5641 5563
116 1208 4964 3128
433 379 5231 5444
111 969 1714 2824
5 618 499 44
361 736 3383 4342
1370 974 147 5674
152 568 5563 2824
522 418 4702 3519
662 217 3519 4342
841 1182 2494 1714
1089 1027 5674 4920
585 659 4920 3768
352 667 1373 499
1035 704 1614 3017
630 642 5101 44
1394 48 5231 3954
41 622 4303 3017
258 1154 4702 2824
1293 590 5101 3768
1318 1182 5675 3128
768 568 1498 3954
1270 613 1837 3876
286 379 1714 1179
1368 610 5563 3383
630 828 1714 479
941 1112 4303 2494
384 816 4349 4826
1351 570 44 4349
995 317 3876 3768
1213 731 4303 4702
316 392 4363 1714
1300 663 3768 3017
533 219 4303 2104
623 373 5675 3961
135 36 5675 4826
744 724 5674 2901
1067 642 5622 2824
1128 1329 3017 147
10 1037 5183 479
1127 664 2325 5563
871 1102 404 3954
461 661 5101 2494
354 767 3017 5674
645 796 1614 4342
1059 667 5101 3961
657 396 4582 5675
706 794 3876 2901
1375 99 44 3383
1356 493 147 3876
245 672 3954 147
1056 688 479 3768
1294 21 2104 3768
917 379 5444 5231
1394 756 2824 4085
1213 606 5218 3954
877 509 4303 3961
15 220 1179 2104
195 594 4349 4342
1328 661 4702 5231
217 503 4363 5563
572 720 147 1543
84 1197 3128 2104
1239 868 5674 5218
120 1214 5183 1614
104 754 5172 479
1325 52 656 2325
207 215 44 2620
442 716 3128 5101
278 582 4342 4702
1038 884 4173 404
1096 635 4826 3017
940 760 1837 3630
1287 122 2104 656
1052 1135 4826 2494
624 653 3519 499
1062 592 2620 5641
271 163 4303 2620
13 1391 499 2824
480 548 1543 656
1331 940 5563 4085
1243 461 5218 4303
1274 297 5444 3768
1149 649 4342 4363
217 1451 3768 4085
1313 591 5641 5231
1202 1303 5183 4173
762 344 1498 479
1191 483 4349 4173
1246 328 5444 1179
815 122 656 2104
1172 292 1498 5563
264 1135 1373 5674
648 689 5172 5101
866 356 404 4085
611 167 3383 4826
374 615 479 2620
1008 772 3383 3017
759 560 5563 5231
566 1248 5101 5641
1253 1240 3519 5183
985 469 1373 44
1121 190 1614 1714
481 181 4303 3954
180 124 4964 656
14 991 5183 1179
1193 190 1714 1614
623 680 2901 4826
920 568 1498 3954
949 106 3383 3954
1041 648 5622 5172
1121 1187 404 3630
646 1065 3961 5172
9 520 5101 1714
894 849 1714 5218
148 525 499 4920
873 1004 3128 479
37 1276 4303 4085
508 663 3961 5563
721 723 3954 5172
1160 686 5183 5218
631 697 5675 5172
110 1057 4342 2494
922 88 4964 3383
579 373 5444 5101
1387 179 5563 3519
950 854 5172 4342
1209 1228 5183 3954
1348 41 3128 5183
688 637 4920 1714
1233 1488 4085 1614
1230 877 479 4085
1408 449 4826 1837
137 704 1614 3017
649 88 3383 4964
246 520 3961 1179
382 925 5641 3017
553 626 2824 1179
1256 631 2901 656
531 1208 3128 3954
766 810 1498 1179
1436 156 44 1614
653 663 3768 3017
503 829 404 3519
869 649 3128 5218
1332 687 147 1614
344 892 5622 499
220 533 1543 404
1123 322 656 3876
427 1191 3768 5183
420 649 1179 1543
567 1271 3876 3128
187 1255 5641 3630
702 1401 5674 4826
1340 144 2325 4964
55 432 4582 4964
859 1345 404 3961
382 520 3519 3961
1145 789 4582 4173
176 1278 5183 1498
1044 1200 3383 404
534 621 5101 4964
1317 64 2620 2104
480 608 5622 3519
914 270 44 5444
155 189 3017 5172
886 295 3876 3383
1140 947 4920 4582
845 99 2325 4826
1022 930 4085 5101
498 912 147 1179
1033 43 5183 2494
910 1187 3630 404
1262 1065 2325 3128
736 531 2901 5183
995 479 3876 1179
13 532 3383 4702
82 297 4342 1498
1296 513 3519 4363
428 81 4826 4964
543 862 4342 1714
1410 70 4964 1614
583 852 2901 4342
1231 630 479 4826
882 106 656 3768
557 29 3954 4964
113 669 2824 5183
679 948 5674 1543
854 523 5172 2494
229 736 4342 3961
394 764 4342 499
219 1213 2901 147
585 660 3630 3017
860 187 4964 44
62 649 4363 4342
787 297 1543 5563
311 607 1614 1498
12 938 5101 4349
738 422 147 5563
967 582 5231 1498
1233 903 3876 3630
13 190 44 2104
470 1433 5675 5674
1330 196 2325 4303
1265 134 1714 44
484 755 3954 4349
795 330 4920 5641
187 236 1373 5641
924 638 4964 5641
231 124 656 4964
543 615 5101 1837
477 852 499 5641
1121 932 147 4085
26 294 3961 1614
68 658 3954 3630
669 1034 2494 5444
806 867 1373 404
653 475 1543 4363
212 479 3519 4349
908 1440 2104 5674
273 543 5218 4826
320 667 5101 3961
151 1004 3128 479
1149 497 4349 1373
1349 697 5172 5675
982 682 2824 2620
835 602 1498 1714
370 208 3768 44
909 493 2901 1543
312 613 2104 3630
857 625 44 5563
898 888 5444 5563
448 796 4342 1614
1289 756 4085 2824
303 717 3383 499
452 714 5172 3768
524 1329 147 3017
1187 353 5622 5444
1315 144 2325 4964
137 999 3128 4342
764 323 44 2325
731 1105 4349 5183
389 450 5641 147
986 1073 5563 3128
852 43 4920 1498
56 454 3876 4342
707 1320 2494 1498
730 52 5675 3768
523 1439 4085 2620
170 418 5622 3961
708 912 1179 147
970 692 2620 3017
891 306 5444 3961
879 616 3768 1498
387 662 479 5622
892 782 5675 4349
368 1261 4349 1837
1090 698 2901 5101
421 1208 3128 3954
710 88 4964 3383
701 70 1614 4964
1251 726 4173 5444
250 1244 2494 3383
898 922 5172 44
36 897 4702 5101
976 80 656 5231
1033 796 4342 1614
733 398 1837 656
1007 792 3519 5444
545 1214 147 3128
540 273 147 4173
445 699 5183 5101
863 1333 4173 2494
743 622 3519 656
815 1024 4342 5183
492 807 2104 499
1269 259 479 1373
1103 1135 4826 2494
338 958 4349 1179
939 616 1498 3768
195 35 4964 3768
255 804 5444 5218
521 226 4349 147
316 1169 2104 2494
647 1197 3128 2104
333 418 3519 4702
394 1335 4085 2325
942 672 147 3954
187 606 3768 3630
120 54 5675 5622
1194 945 404 3876
1231 608 5622 3519
170 614 1373 2325
759 277 4173 479
1271 948 5674 1543
1359 1191 2620 2494
815 704 5231 4342
416 613 479 5231
769 733 3768 2901
127 45 2104 3954
349 247 1714 2104
534 743 2901 3954
872 696 147 5231
1042 497 1373 4349
93 463 5101 1179
804 1393 4826 4085
179 600 5172 2325
468 630 479 4826
1237 1383 1714 404
1364 539 1498 499
273 1136 3128 4349
679 1034 4920 3630
111 470 2620 4173
1026 716 3954 4342
1119 748 4964 4349
1270 483 4349 4173
226 328 5444 1179
629 741 4342 4964
463 131 3519 4920
1057 500 5675 4173
106 469 1543 3519
1386 73 5231 4964
33 243 1614 5444
598 891 4349 2325
239 614 4342 404
23 589 1498 5675
839 227 2325 3383
32 561 4173 656
1140 659 5231 3017
687 165 3961 1714
1332 475 4702 1714
657 171 1614 2325
612 317 3876 3768
308 750 1498 5444
672 736 4342 3383
1404 258 4702 499
302 693 44 479
297 625 2620 4702
417 254 4964 1714
331 1149 5622 5183
1404 755 4964 2901
772 608 2824 656
1079 110 5622 4363
1259 912 1179 147
491 409 3017 2824
328 304 3383 1179
630 685 1543 1614
928 64 2620 2104
1217 704 4342 5231
109 907 404 1498
73 1262 2494 4702
845 686 5218 5183
1402 1231 5183 2620
701 302 44 4363
41 326 1714 5622
524 668 5218 1614
1390 243 5444 1614
662 812 2325 4342
1058 589 1498 5675
384 124 656 4964
1182 1212 2104 5183
725 612 5563 5622
425 120 1614 2620
1341 615 2620 479
1198 99 5675 4363
453 362 5444 2620
1028 470 3017 1179
1365 215 44 2620
1377 1427 499 5218
422 302 4363 44
1425 1354 404 5444
3 1401 4826 5674
943 707 3961 5641
1003 706 2325 1498
1059 756 4582 3961
418 1427 5218 499
593 552 479 4363
774 133 4349 4702
321 1120 1498 5101
452 597 4702 5563
1147 1151 5101 4920
1039 1316 2494 1373
847 712 147 3768
275 658 5675 3630
26 791 4582 3128
141 959 2901 3519
1015 642 2824 5622
1032 732 2104 5172
724 148 5563 4342
1151 1208 3128 3954
1001 216 3768 4303
273 663 2620 5101
747 1338 3961 5183
98 1072 2901 1498
1106 804 5444 5218
393 328 1714 5231
1421 124 4964 656
770 704 3017 1614
1246 82 5231 3768
1089 869 4349 656
723 952 5674 1837
5 525 4303 2824
379 1386 4085 5622
35 639 5622 1498
1032 462 4173 3961
366 85 2104 4826
1079 305 4920 4702
885 990 147 2824
429 1048 3017 1373
34 1480 3383 5674
152 649 4349 5563
489 234 1614 1179
517 190 44 2104
1083 204 3954 44
894 622 2325 2824
1418 867 1373 404
1354 1208 5172 147
23 1204 147 5183
1337 830 4702 1179
259 603 5563 4964
286 91 2104 3383
775 723 5172 3954
1292 733 44 4342
935 392 404 3128
389 1306 3630 4342
239 743 3954 2901
26 942 44 2901
49 356 4085 404
1386 559 5218 5231
78 612 656 5563
388 355 5641 3876
512 455 656 3961
227 539 3017 5183
1245 1420 5674 3768
1182 93 2620 4363
201 25 479 5641
41 345 479 4920
1112 858 1498 2824
18 771 5172 1614
497 608 5622 5101
48 1085 2494 5641
959 798 499 5101
1330 1181 1498 3017
825 455 4363 4173
581 690 404 1837
19 764 499 4342
107 779 1614 2824
1326 418 4702 3519
851 658 479 656
221 282 3128 4085
1010 217 3519 4342
752 819 1837 1373
94 650 1614 4920
200 1217 4582 499
565 473 4303 5563
11 373 2325 3876
1400 1206 1614 3128
696 110 4363 5622
699 623 2104 4702
1100 546 4173 5622
665 638 5641 4964
966 780 3630 4349
1076 1162 5675 2494
1350 432 4582 4964
1338 869 2824 4920
781 709 1837 2494
1322 680 2901 4826
120 790 2901 5563
1169 442 4363 3961
165 668 5218 1614
359 858 1837 3519
358 58 2104 1614
866 1256 3876 4085
589 518 4582 3383
1409 1151 5101 4920
1027 703 4920 656
1113 1338 5183 44
1106 1047 404 4349
835 1386 5622 4085
1000 34 4826 5622
1231 1473 4085 4964
21 327 5444 3630
887 861 499 479
37 637 1714 4920
1318 1237 1714 3128
906 272 5675 3876
496 704 4342 5231
326 419 1373 4702
517 384 4582 5231
475 744 5674 5172
1269 1197 2104 3128
271 813 499 5674
441 782 4582 2494
1312 1362 4342 5101
120 70 4363 4303
174 135 2104 2325
598 724 2901 5674
96 216 5641 3519
1330 648 3519 1714
1381 805 4303 3630
1210 672 1543 3383
1354 847 499 5675
355 598 1714 1373
99 193 5563 1373
92 568 3954 1498
138 649 4342 4363
736 1268 4702 3128
705 792 3519 5444
595 229 3017 1837
417 449 2494 404
578 632 5563 3768
210 557 5101 2325
1021 659 5231 3017
1295 783 1373 4582
123 379 3876 479
1367 541 3519 3383
1098 79 4826 4363
1201 420 3876 3961
1279 621 4702 3954
582 949 4173 5172
804 111 3954 4363
421 442 3961 4363
681 520 1714 5101
971 58 1614 2104
583 735 5101 5218
131 522 3519 44
877 622 5218 4964
388 105 1179 2325
749 1183 4702 5218
1298 687 1614 147
665 185 3383 1714
1371 152 2104 4363
452 959 3519 2901
1014 612 5563 656
149 1296 44 2494
701 1051 4826 404
184 858 2824 1498
262 1059 5622 404
457 610 1837 3383
1108 607 1498 4826
1321 954 2824 5444
1417 85 2104 5622
295 124 656 4964
288 409 2824 3017
1124 1137 404 2104
1358 91 2104 3383
916 362 4826 4582
898 410 3961 4826
936 190 2104 44
741 422 147 5563
1025 659 3017 5231
1023 1239 5183 4920
1156 661 479 4964
539 1024 4342 5183
141 601 3519 3768
419 760 1714 5563
86 440 44 4702
856 1420 5674 3768
352 807 499 2104
1094 520 3519 3961
679 858 1837 3519
134 1206 3128 1614
1290 566 1543 2620
389 327 5444 3630
531 456 1373 4363
822 342 5444 3954
631 828 1837 4173
73 80 3954 5622
965 828 479 1714
1427 714 3768 5172
874 234 2901 1837
830 726 4349 1614
1051 138 4826 4303
691 830 499 4085
717 658 656 479
1191 1274 2494 3519
1305 259 1373 479
53 99 5675 4363
1395 384 4582 5231
724 699 5231 2901
559 669 5183 2824
35 863 1543 3128
1271 134 44 1714
922 904 5183 1543
253 561 4173 656
1138 1191 5183 3768
1181 24 5231 4826
595 813 4085 4342
109 1420 5674 3768
1387 1014 4085 4702
1076 622 4303 3017
1295 470 1179 3017
609 159 5101 3630
309 378 5444 656
912 1012 1498 4085
1254 463 3876 1714
589 682 404 5563
1244 648 5675 4702
28 637 5641 404
915 608 3383 3630
627 625 4920 5231
167 655 4363 3017
109 317 3876 3768
64 648 5675 4702
723 512 5444 4303
1235 984 4920 1837
1224 85 2104 5622
683 1084 5675 404
1104 269 1543 479
746 420 4582 2620
463 212 4173 5563
813 313 5444 4964
7 1214 3630 5563
407 1214 5183 1614
1130 699 4342 2620
797 948 1179 2494
582 663 5563 1614
1265 43 5183 2494
801 1379 5674 5622
1419 558 2620 5563
442 403 1837 4303
1127 1186 1543 3630
1135 570 3630 3961
452 658 656 479
374 530 479 2824
789 455 1714 3630
1243 1032 3017 4342
940 157 1179 656
173 849 5218 1714
153 891 2325 4349
595 1187 3954 2494
155 621 3954 4702
1162 667 5444 1837
174 648 5622 5172
548 1154 4702 2824
1171 960 3630 147
478 686 479 4349
262 217 3519 4342
246 198 2901 3017
405 423 3954 4582
1201 662 5622 479
849 70 4303 4363
806 1208 147 5172
236 18 1373 4173
893 580 5218 5675
452 830 4702 1179
964 294 3961 1614
929 1017 5563 5674
609 692 3954 3017
488 1217 4582 499
1001 156 1614 44
25 473 3383 4173
1432 958 4920 5218
798 67 5622 2325
1433 823 3768 499
448 952 1837 5674
1385 379 479 3876
1039 660 5231 5101
480 148 5444 1714
936 221 4303 3876
1376 171 1614 2325
573 600 2325 5172
248 543 4826 5218
1437 548 5172 5183
121 402 4702 4173
1431 720 1373 1179
1376 1129 404 4702
975 596 1614 4702
1327 588 44 3630
695 789 4582 4173
632 53 5675 2104
1077 663 5101 2620
1197 79 4826 4363
1194 716 5101 3128
1187 1491 2901 499
532 1214 5183 1614
1068 351 3768 3961
537 557 5101 2325
77 649 3383 5641
691 952 1837 1498
1034 295 3876 3383
705 727 1837 479
540 279 4173 4342
1410 614 404 4342
744 759 2325 4702
671 699 1614 5641
1150 269 1543 479
1407 589 1498 5675
